Package,Count
stdlib@1.13.4,77
8.0.1763-19.0.1.el8@6.4,76
8.2.2143-2.mga8,76
9.0.2087-1.mga8,76
libhdf5-openmpi-dev,75
libhdf5-mpi-dev,75
libhdf5-103,75
libhdf5-openmpi-103,75
libhdf5-cpp-103,75
libavutil-ffmpeg54,73
github.com/golang/go@1.13.4,73
libswscale-ffmpeg3,73
libavdevice-ffmpeg56,73
libavformat-ffmpeg56,73
libavresample-ffmpeg2,73
libavfilter-ffmpeg5,73
libavcodec-ffmpeg56,73
libpostproc-ffmpeg53,73
openjdk-11-jre@11.0.10+9-0ubuntu1~20.04,73
libswresample-ffmpeg1,73
openjdk-11-jre@11.0.10+9-0ubuntu1~18.04,73
openjdk-11-jre-headless@11.0.10+9-0ubuntu1~20.04,72
openjdk-11-jdk@11.0.10+9-0ubuntu1~20.04,72
github.com/golang/go@1.13.8,72
openjdk-11-jdk-headless@11.0.10+9-0ubuntu1~20.04,72
pkg:deb/ubuntu/openjdk-lts@11.0.10%2B9-0ubuntu1~20.04?os_distro=focal&os_name=ubuntu&os_version=20.04,71
pkg:golang/stdlib@1.15.7,70
imagemagick-tiff,69
imagemagick-jpeg,69
imagemagick-libs,69
imagemagick-pdf,69
imagemagick-webp,69
com.fasterxml.jackson.core:jackson-databind@2.6.6,67
com.fasterxml.jackson.core:jackson-databind@2.7.4,67
pkg:golang/stdlib@1.15.5,67
github.com/golang/go@1.15.5,67
pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.4,66
pkg:golang/stdlib@1.16.4,65
openjdk-8-jre-headless@8u292-b10-0ubuntu1~16.04.1,64
com.fasterxml.jackson.core:jackson-databind@2.9.4,64
libmysqlclient-dev,63
github.com/golang/go@1.15.7,63
com.fasterxml.jackson.core:jackson-databind@2.9.5,63
github.com/golang/go@1.16.4,62
stdlib@1.15.15,62
github.com/golang/go@1.15.9,62
pkg:golang/stdlib@1.16.7,61
pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.5,61
libhdf5-cpp-100,61
libtiff5@4.0.6-1ubuntu0.8,61
com.fasterxml.jackson.core:jackson-databind@2.9.6,60
libtiff5@4.1.0+git191117-2ubuntu0.20.04.1,60
libtiff5@4.0.9-5ubuntu0.4,60
github.com/golang/go@1.16.5,58
pkg:deb/ubuntu/tiff@4.1.0%2Bgit191117-2ubuntu0.20.04.1?os_distro=focal&os_name=ubuntu&os_version=20.04,58
pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.6,58
trixie,57
libavformat58@7:4.2.4-1ubuntu0.1,56
libpostproc55@7:4.2.4-1ubuntu0.1,56
github.com/golang/go@1.16.7,56
github.com/golang/go@1.15.15,56
libavfilter7@7:4.2.4-1ubuntu0.1,56
libavresample4@7:4.2.4-1ubuntu0.1,56
libswresample3@7:4.2.4-1ubuntu0.1,56
imagemagick-6-common@8:6.9.10.23+dfsg-2.1ubuntu11.2,56
libavutil56@7:4.2.4-1ubuntu0.1,56
github.com/golang/go@1.17,56
libswscale5@7:4.2.4-1ubuntu0.1,56
libavcodec58@7:4.2.4-1ubuntu0.1,56
libavdevice58@7:4.2.4-1ubuntu0.1,56
pkg:deb/ubuntu/ffmpeg@7:4.2.4-1ubuntu0.1?os_distro=focal&os_name=ubuntu&os_version=20.04,56
imagemagick-6.q16@8:6.9.10.23+dfsg-2.1ubuntu11.2,55
libmagickwand-6.q16-6@8:6.9.10.23+dfsg-2.1ubuntu11.2,55
libmagickcore-6.q16-6@8:6.9.10.23+dfsg-2.1ubuntu11.2,55
imagemagick@8:6.9.10.23+dfsg-2.1ubuntu11.2,55
pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.6.1 pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.6.6 pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.7.4,55
libmagickcore-6.q16-6-extra@8:6.9.10.23+dfsg-2.1ubuntu11.2,55
pkg:deb/ubuntu/imagemagick@8:6.9.10.23%2Bdfsg-2.1ubuntu11.2?os_distro=focal&os_name=ubuntu&os_version=20.04,55
jackson-mapper-asl@1.9.2,54
7.29.0-59.el7@9.2,54
7.71.0-1.1.mga7,54
pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.8,54
jackson-mapper-asl@1.9.13,54
openjdk-11-jre-headless@11.0.10+9-0ubuntu1~18.04,53
pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.6.1,53
imagemagick-common@8:6.8.9.9-7ubuntu5.16,53
com.fasterxml.jackson.core:jackson-databind@2.9.8,53
imagemagick-6-common@8:6.9.7.4+dfsg-16ubuntu6.9,53
pkg:golang/stdlib@1.18.1,52
libcurl@7.19.7-54.el6_10,51
pkg:golang/stdlib@1.18.2,51
7.19.7-54.el6@10,51
glibc-common@2.12-1.212.el6_10.3,50
glibc@2.12-1.212.el6_10.3,50
openjdk-8-jre@8u282-b08-0ubuntu1~18.04,49
com.fasterxml.jackson.core:jackson-databind@2.6.1,49
2.12-1.212.el6@10.3,49
openjdk-8-jdk-headless@8u282-b08-0ubuntu1~18.04,49
openjdk-8-jre-headless@8u282-b08-0ubuntu1~18.04,49
2.30-123.0.2.el8,49
openjdk-8-jdk@8u282-b08-0ubuntu1~18.04,49
libmagickwand-6.q16-3@8:6.9.7.4+dfsg-16ubuntu6.9,48
pkg:deb/ubuntu/imagemagick@8:6.9.7.4%2Bdfsg-16ubuntu6.9?os_distro=bionic&os_name=ubuntu&os_version=18.04,48
imagemagick@8:6.9.7.4+dfsg-16ubuntu6.9,48
libmagickcore-6.q16-3-extra@8:6.9.7.4+dfsg-16ubuntu6.9,48
libmagickcore-6.q16-3@8:6.9.7.4+dfsg-16ubuntu6.9,48
imagemagick-6.q16@8:6.9.7.4+dfsg-16ubuntu6.9,48
libavutil55@7:3.4.8-0ubuntu0.2,47
libcurl@7.29.0-59.el7_9.2,46
libfreeimage-dev,46
lib64curl4,46
pkg:deb/ubuntu/openjdk-8@8u282-b08-0ubuntu1~18.04?os_distro=bionic&os_name=ubuntu&os_version=18.04 pkg:deb/ubuntu/openjdk-lts@11.0.10%2B9-0ubuntu1~18.04?os_distro=bionic&os_name=ubuntu&os_version=18.04,45
github.com/golang/go@1.18.1,45
github.com/golang/go@1.18.2,45
libfreeimage3,44
mysql-common@5.7.33-0ubuntu0.16.04.1,44
pkg:deb/ubuntu/tiff@4.0.9-5ubuntu0.4?os_distro=bionic&os_name=ubuntu&os_version=18.04,43
2.6.6-68.el6@10,43
python-libs@2.6.6-68.el6_10,42
libhdf5-100,42
python@2.6.6-68.el6_10,42
com.fasterxml.jackson.core:jackson-databind@2.9.10.1,41
pkg:pypi/pillow@6.2.2,41
pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.10.1,41
openjdk-8-jdk-headless,41
pkg:deb/debian/binutils@2.35.2-2?os_distro=bullseye&os_name=debian&os_version=11,40
openssl@1.0.1e-58.el6_10,40
1.0.1e-58.el6@10,40
binutils-x86-64-linux-gnu@2.35.2-2,39
libctf-nobfd0@2.35.2-2,39
libbinutils@2.35.2-2,39
libctf0@2.35.2-2,39
binutils-common@2.35.2-2,39
highlight.js@9.18.5,38
libtiff@4.0.9-31.el8,37
pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.10.1 pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.5,37
pkg:golang/stdlib@1.19.1,36
2.7.6-21.el6@8.1,36
libxml2@2.7.6-21.el6_8.1,36
pkg:maven/com.thoughtworks.xstream/xstream@1.4.10,36
imagemagick-6.q16,36
libmagickcore-6.q16-2-extra,35
Pillow@6.2.2,35
locales,35
libmagickwand-6.q16-2,35
com.thoughtworks.xstream:xstream@1.4.10,34
pkg:golang/stdlib@1.16.5 pkg:golang/stdlib@1.18.7 pkg:golang/stdlib@1.19.2,33
libswscale-dev,32
libavformat-dev,32
libavcodec-dev,32
io.undertow:undertow-core@1.4.0.Final,32
openssl,32
libavutil-dev,32
libswresample-dev,32
pkg:maven/io.undertow/undertow-core@1.4.0.Final,31
github.com/golang/go@1.19.1,31
libpostproc54@7:3.4.8-0ubuntu0.2,31
libavresample3@7:3.4.8-0ubuntu0.2,31
libswresample2@7:3.4.8-0ubuntu0.2,31
pkg:deb/ubuntu/ffmpeg@7:3.4.8-0ubuntu0.2?os_distro=bionic&os_name=ubuntu&os_version=18.04,31
github.com/golang/go@1.18.5,31
libavdevice57@7:3.4.8-0ubuntu0.2,31
libavcodec57@7:3.4.8-0ubuntu0.2,31
libavformat57@7:3.4.8-0ubuntu0.2,31
libswscale4@7:3.4.8-0ubuntu0.2,31
libavfilter6@7:3.4.8-0ubuntu0.2,31
libc6,30
nss-sysinit@3.44.0-7.el6_10,30
nss-tools@3.44.0-7.el6_10,30
java/jdk,30
nss@3.44.0-7.el6_10,30
pkg:golang/stdlib@1.19.4,30
3.44.0-7.el6@10,30
libxml2@2.9.1-6.el7_9.6,29
2.9.1-6.el7@9.6,29
lib64xml2_2,29
libssl1.0.0,29
apache2-bin@2.4.18-2ubuntu3.17,29
libcurl3-gnutls,28
vim-tiny@2:9.0.1378-2,28
vim-common@2:9.0.1378-2,28
lib64openssl1.1,28
libgcc1,28
github.com/golang/go@1.19.2,28
pkg:golang/stdlib@1.16.5,28
github.com/golang/go@1.18.7,28
libstdc++6,28
apache2-utils,28
apache2-data,28
sqlite@3.7.17-8.el7_7.1,27
binutils-x86-64-linux-gnu,27
glibc-common@2.17-326.el7_9,27
glibc@2.17-326.el7_9,27
2.17-326.el7@9,27
libcurl4@7.68.0-1ubuntu2.5,27
lib64ncursesw6,27
libbinutils,27
libmbedcrypto7t64,27
pkg:deb/ubuntu/curl@7.68.0-1ubuntu2.5?os_distro=focal&os_name=ubuntu&os_version=20.04,27
lib64ncurses6,27
libcurl3-gnutls@7.68.0-1ubuntu2.5,27
3.7.17-8.el7@7.1,27
ncurses-libs@5.9-14.20130511.el7_4,26
ncurses@5.9-14.20130511.el7_4,26
pkg:gem/nokogiri@1.12.5,26
6.1-20181117.3.1.mga7,26
expat@2.0.1-13.el6_8,26
2.0.1-13.el6@8,26
libcurl3-gnutls@7.58.0-2ubuntu3.13,26
5.9-14.20130511.el7@4,26
github.com/golang/go@1.19.4,26
ncurses-base@5.9-14.20130511.el7_4,26
libgcc@4.8.5-44.el7,25
ncurses-bin,25
libncursesw5,25
ncurses-base,25
libtinfo5,25
org.graalvm.sdk:graal-sdk@21.3.5,25
libbluetooth3@5.55-3.1+deb11u1,25
libdns-export162,25
ncurses-libs@5.7-4.20090207.el6,25
3.6.20-1.el6@7.2,25
libbluetooth-dev@5.55-3.1+deb11u1,25
libncurses5,25
ncurses-base@5.7-4.20090207.el6,25
sqlite@3.6.20-1.el6_7.2,25
libstdc++@4.8.5-44.el7,25
ncurses@5.7-4.20090207.el6,25
libc6-dev,24
glib2@2.28.8-10.el6,24
pkg:golang/stdlib@1.18.5,24
icu63-data,24
libc-dev-bin,24
pkg:pypi/pillow@8.1.2,24
openldap@2.4.40-16.el6,24
libc-bin,24
2.7.5-94.el7@9,24
lib64icu63,24
python-libs@2.7.5-94.el7_9,23
lib64python3.7-stdlib,23
3.7.10-1.mga7,23
python@2.7.5-94.el7_9,23
glibc,23
openssl-libs@1:1.1.1k-12.el8_9,23
libavfilter-dev,23
libavfilter6,23
libswresample2,23
libavdevice-dev,23
libpostproc-dev,23
libavutil55,23
libavdevice57,23
libavresample3,23
imagemagick-common,23
libavresample-dev,23
libavformat57,23
libswscale4,23
multiarch-support,23
libpostproc54,23
libavcodec57,23
ffmpeg,23
jasper-libs@2.0.14-5.el8,22
pkg:deb/debian/vim@2:9.0.1378-2?os_distro=bookworm&os_name=debian&os_version=12,22
binutils-x86-64-linux-gnu@2.34-6ubuntu1.4,22
libctf0@2.34-6ubuntu1.4,22
pkg:deb/ubuntu/binutils@2.34-6ubuntu1.4?os_distro=focal&os_name=ubuntu&os_version=20.04,22
libctf-nobfd0@2.34-6ubuntu1.4,22
2.29-22.mga7,22
libbinutils@2.34-6ubuntu1.4,22
binutils-common@2.34-6ubuntu1.4,22
pkg:maven/io.undertow/undertow-core@2.0.27.Final,21
libnode72@12.22.9~dfsg-1ubuntu3.5,21
libtiff5@4.2.0-1+deb11u5,21
openssl@1:3.0.7-27.0.3.el9,21
openssl-libs@1:1.0.2k-26.el7_9,21
2.56.1-9.el7@9,21
lib64archive13,21
pkg:golang/stdlib@1.19.8,21
libtinfo5@6.0+20160213-1ubuntu1,21
libtiffxx5@4.2.0-1+deb11u5,21
libc-bin@2.23-0ubuntu11.3,21
libopenjp2-7@2.3.0-2+deb10u2,21
lib64elfutils1,21
libopenjp2-7-dev@2.3.0-2+deb10u2,21
pkg:deb/ubuntu/curl@7.58.0-2ubuntu3.13?os_distro=bionic&os_name=ubuntu&os_version=18.04,21
libpython3.9-minimal@3.9.2-1,21
libncursesw5@6.0+20160213-1ubuntu1,21
libtiff-dev@4.2.0-1+deb11u5,21
libc-bin@2.27-3ubuntu1.4,21
libpython3.9-stdlib@3.9.2-1,21
busybox,21
libnode-dev@12.22.9~dfsg-1ubuntu3.5,21
glib2@2.56.1-9.el7_9,21
openssl-libs@1:3.0.7-27.0.3.el9,21
pkg:rpm/redhatlinux/binutils@2.35.2-43.el9?os_name=redhatlinux&os_version=9,21
io.undertow:undertow-core@2.0.27.Final,20
libavcodec-dev@7:4.2.7-0ubuntu0.1,20
libtiff5-dev,20
libtiff-dev@4.1.0+git191117-2~deb10u9,20
org.graalvm.sdk:graal-sdk@22.3.0,20
libtiffxx5@4.1.0+git191117-2~deb10u9,20
binutils-common@2.30-21ubuntu1~18.04.9,20
libavutil56@7:4.2.7-0ubuntu0.1,20
libtiff5@4.1.0+git191117-2~deb10u9,20
openjdk-8-jre-headless,20
libavdevice58@7:4.2.7-0ubuntu0.1,20
libswresample3@7:4.2.7-0ubuntu0.1,20
libtiff6@4.5.0-6,20
libtiff-dev,20
libavfilter7@7:4.2.7-0ubuntu0.1,20
libc-bin@2.31-0ubuntu9.2,20
pkg:npm/tinymce@4.6.2,20
libavdevice-dev@7:4.2.7-0ubuntu0.1,20
libavresample4@7:4.2.7-0ubuntu0.1,20
libpostproc-dev@7:4.2.7-0ubuntu0.1,20
ghostscript,20
libswresample-dev@7:4.2.7-0ubuntu0.1,20
libavutil-dev@7:4.2.7-0ubuntu0.1,20
libswscale-dev@7:4.2.7-0ubuntu0.1,20
1.0.2k-26.el7@9,20
libavformat58@7:4.2.7-0ubuntu0.1,20
libssl1.1@1.1.1f-1ubuntu2.3,20
pkg:deb/ubuntu/ffmpeg@7:4.2.7-0ubuntu0.1?os_distro=focal&os_name=ubuntu&os_version=20.04,20
libavcodec58@7:4.2.7-0ubuntu0.1,20
libavformat-dev@7:4.2.7-0ubuntu0.1,20
libswscale5@7:4.2.7-0ubuntu0.1,20
libavfilter-dev@7:4.2.7-0ubuntu0.1,20
pkg:deb/ubuntu/openssl@1.1.1f-1ubuntu2.3?os_distro=focal&os_name=ubuntu&os_version=20.04,20
libpostproc55@7:4.2.7-0ubuntu0.1,20
libc6@2.31-0ubuntu9.2,19
locales@2.31-0ubuntu9.2,19
ssl_client@1.32.1-r6,19
libhdf5-100@1.10.0-patch1+docs-4,19
elfutils-libelf@0.164-2.el6,19
libbluetooth3@5.66-1+deb12u1,19
libbluetooth-dev@5.66-1+deb12u1,19
redis,19
pkg:deb/ubuntu/glibc@2.31-0ubuntu9.2?os_distro=focal&os_name=ubuntu&os_version=20.04,19
pkg:golang/stdlib@1.20.3,19
libc6@2.36-9,18
locales@2.36-9,18
python3.9@3.9.2-1,18
pkg:rpm/redhatlinux/gdb@10.2-13.el9?os_name=redhatlinux&os_version=9,18
libc6-dev@2.36-9,18
Pillow@8.1.2,18
libc-dev-bin@2.36-9,18
github.com/golang/go@1.19.8,18
libc-bin@2.36-9,18
libssl1.1,18
libc-l10n@2.36-9,18
pkg:golang/stdlib@1.19.9,18
openjdk-11-jre-headless,18
ure,17
org.bouncycastle:bcprov-jdk15on@1.51,17
2.4.50-1.4.mga7,17
libtiff5@4.0.9-5ubuntu0.10,17
libnetcdf-dev,17
2.4.44-25.el7@9,17
libnetcdf19t64,17
lib64ldap2.4_2,17
libstdc++@4.4.7-23.el6,17
openldap,17
openldap@2.4.44-25.el7_9,17
0.1.11-1.mga7,17
python,17
pkg:deb/ubuntu/expat@2.2.9-1build1?os_distro=focal&os_name=ubuntu&os_version=20.04,17
libcurl3-gnutls@7.47.0-1ubuntu2.19,17
libexpat1@2.2.9-1build1,17
libisc-export160,17
libgcc@4.4.7-23.el6,17
libopenjp2-7@2.4.0-3,17
libtiffxx5@4.0.9-5ubuntu0.10,17
libpq5@12.6-0ubuntu0.20.04.1,17
pkg:deb/ubuntu/expat@2.2.5-3ubuntu0.2?os_distro=bionic&os_name=ubuntu&os_version=18.04,17
libopenjp2-7-dev@2.4.0-3,17
github.com/golang/go@1.20.3,17
libtiff6@4.5.0-6+deb12u1,17
libexpat1@2.2.5-3ubuntu0.2,17
libtiff-dev@4.5.0-6+deb12u1,17
lib64gnutls30,17
libtiffxx6@4.5.0-6+deb12u1,17
busybox@1.30.1-r5,17
org.bouncycastle:bcprov-jdk15on@1.52,17
ssl_client@1.30.1-r5,17
pkg:deb/ubuntu/postgresql-12@12.6-0ubuntu0.20.04.1?os_distro=focal&os_name=ubuntu&os_version=20.04,17
krb5-libs@1.10.3-65.el6,16
TinyMCE@4.0.0,16
pkg:deb/debian/openjpeg2@2.3.0-2%2Bdeb10u2?os_distro=buster&os_name=debian&os_version=10,16
pkg:deb/ubuntu/nodejs@12.22.9~dfsg-1ubuntu3.5?os_distro=jammy&os_name=ubuntu&os_version=22.04,16
pkg:deb/debian/tiff@4.1.0%2Bgit191117-2~deb10u9?os_distro=buster&os_name=debian&os_version=10,16
pkg:rpm/redhatlinux/binutils@2.35.2-43.el9?os_name=redhatlinux&os_version=9 pkg:rpm/redhatlinux/gdb@10.2-13.el9?os_name=redhatlinux&os_version=9,16
bind-libs@32:9.8.2-0.68.rc1.el6_10.8,16
pkg:maven/io.undertow/undertow-core@2.1.3.Final,16
bind-utils@32:9.8.2-0.68.rc1.el6_10.8,16
binutils@2.38-r3,16
9.8.2-0.68.rc1.el6@10.8,16
libexpat1@2.1.0-7ubuntu0.16.04.5,16
libopenjp2-7@2.3.0-2build0.18.04.1,16
libavcodec57@7:3.4.11-0ubuntu0.1,16
libxml2@2.9.10+dfsg-5,15
libc6-dev@2.31-13+deb11u6,15
libc6@2.31-13+deb11u6,15
pkg:maven/org.keycloak/keycloak-core@18.0.2,15
libc-dev-bin@2.31-13+deb11u6,15
uno-libs3@6.0.7-0ubuntu0.18.04.10,15
libpython3.6-stdlib@3.6.9-1~18.04ubuntu1.4,15
libc-l10n,15
pkg:deb/ubuntu/libxml2@2.9.10%2Bdfsg-5?os_distro=focal&os_name=ubuntu&os_version=20.04,15
libxml2@2.9.3+dfsg1-1ubuntu0.7,15
libc6@2.37-12,15
libc6@2.37-15~deb13u1,15
github.com/golang/go@1.19.9,15
pkg:golang/stdlib@1.20.4,15
libmagickcore-6.q16-dev@8:6.9.10.23+dfsg-2.1+deb10u7,15
libopenjp2-7-dev@2.5.0-2,15
libmagickcore-dev@8:6.9.10.23+dfsg-2.1+deb10u7,15
libudev1,15
vim-common@2:9.0.1894-1,15
libc-bin@2.31-13+deb11u6,15
libmagickwand-dev@8:6.9.10.23+dfsg-2.1+deb10u7,15
libmagickcore-6.q16-6-extra@8:6.9.10.23+dfsg-2.1+deb10u7,15
libmagickwand-6.q16-dev@8:6.9.10.23+dfsg-2.1+deb10u7,15
imagemagick-6.q16@8:6.9.10.23+dfsg-2.1+deb10u7,15
libopenjp2-7@2.5.0-2,15
libmagickcore-6-headers@8:6.9.10.23+dfsg-2.1+deb10u7,15
libmagickcore-6.q16-6@8:6.9.10.23+dfsg-2.1+deb10u7,15
imagemagick-6-common@8:6.9.10.23+dfsg-2.1+deb10u7,15
libmagickcore-6-arch-config@8:6.9.10.23+dfsg-2.1+deb10u7,15
imagemagick@8:6.9.10.23+dfsg-2.1+deb10u7,15
vim-tiny,15
lib64krb53,15
libmagickwand-6-headers@8:6.9.10.23+dfsg-2.1+deb10u7,15
libssl1.0.0@1.0.2g-1ubuntu4.20,15
libmagickwand-6.q16-6@8:6.9.10.23+dfsg-2.1+deb10u7,15
openssl@1.0.2g-1ubuntu4.20,15
stdlib,14
pkg:apk/alpine/busybox@1.32.1-r6?os_name=alpine&os_version=3.13,14
github.com/golang/go@1.20.4,14
libunbound8@1.9.0-2+deb10u4,14
pkg:deb/debian/unbound@1.9.0-2%2Bdeb10u4?os_distro=buster&os_name=debian&os_version=10,14
libc-bin@2.28-10+deb10u3,14
libc6-dev@2.28-10+deb10u3,14
libc-dev-bin@2.28-10+deb10u3,14
libopenexr24,14
pkg:deb/ubuntu/libsass@3.6.5-1ubuntu1?os_distro=jammy&os_name=ubuntu&os_version=22.04,14
libc6@2.28-10+deb10u3,14
libsass1@3.6.5-1ubuntu1,14
poppler-utils@20.09.0-3.1+deb11u1,14
libpoppler102@20.09.0-3.1+deb11u1,14
libnetcdf13,14
libxml2@2.9.4+dfsg1-6.1ubuntu1.3,14
libnetcdf15,14
io.undertow:undertow-core@2.1.3.Final,14
libmysqlclient-dev@8.0.36-2ubuntu3,14
libmysqlclient-dev@8.0.36-0ubuntu0.20.04.1,14
libcrypto1.1@1.1.1k-r0,14
pkg:deb/ubuntu/mysql-8.0@8.0.36-0ubuntu0.20.04.1?os_distro=focal&os_name=ubuntu&os_version=20.04,14
perl-base,14
pkg:rpm/redhatlinux/vim@2:8.2.2637-20.el9_1?os_name=redhatlinux&os_version=9,14
libssl1.1@1.1.1k-r0,14
pkg:deb/ubuntu/openssl@1.1.1-1ubuntu2.1~18.04.9?os_distro=bionic&os_name=ubuntu&os_version=18.04,14
libtiff5,14
libssl1.1@1.1.1-1ubuntu2.1~18.04.9,14
pkg:golang/github.com/containerd/containerd@1.3.4,14
libmysqlclient21@8.0.36-0ubuntu0.20.04.1,14
pkg:deb/ubuntu/mysql-8.0@8.0.36-2ubuntu3?os_distro=noble&os_name=ubuntu&os_version=24.04,14
libmysqlclient21@8.0.36-2ubuntu3,14
libopenjpeg5,13
libreoffice-base-core@1:6.4.7-0ubuntu0.20.04.1,13
libbinutils@2.34-6ubuntu1.7,13
pkg:deb/ubuntu/libwebp@0.6.1-2?os_distro=focal&os_name=ubuntu&os_version=20.04,13
binutils-common@2.34-6ubuntu1.7,13
libwebp6@0.6.1-2,13
binutils-x86-64-linux-gnu@2.34-6ubuntu1.7,13
pkg:deb/ubuntu/binutils@2.34-6ubuntu1.7?os_distro=focal&os_name=ubuntu&os_version=20.04,13
libreoffice-sdbc-mysql@1:6.4.7-0ubuntu0.20.04.1,13
libctf0@2.34-6ubuntu1.7,13
libjurt-java@1:6.4.7-0ubuntu0.20.04.1,13
pkg:deb/ubuntu/libxml2@2.9.4%2Bdfsg1-6.1ubuntu1.3?os_distro=bionic&os_name=ubuntu&os_version=18.04,13
libreoffice-writer@1:6.4.7-0ubuntu0.20.04.1,13
libreoffice-gnome@1:6.4.7-0ubuntu0.20.04.1,13
libunoloader-java@1:6.4.7-0ubuntu0.20.04.1,13
libreoffice-gtk3@1:6.4.7-0ubuntu0.20.04.1,13
libreoffice-draw@1:6.4.7-0ubuntu0.20.04.1,13
libctf-nobfd0@2.34-6ubuntu1.7,13
libreoffice-script-provider-bsh@1:6.4.7-0ubuntu0.20.04.1,13
libreoffice-style-colibre@1:6.4.7-0ubuntu0.20.04.1,13
libuno-sal3@1:6.4.7-0ubuntu0.20.04.1,13
libreoffice-report-builder-bin@1:6.4.7-0ubuntu0.20.04.1,13
libuno-salhelpergcc3-3@1:6.4.7-0ubuntu0.20.04.1,13
libreoffice-wiki-publisher@1.2.0+LibO6.4.7-0ubuntu0.20.04.1,13
libreoffice-calc@1:6.4.7-0ubuntu0.20.04.1,13
pkg:deb/debian/vim@2:9.0.1894-1?os_distro=trixie&os_name=debian&os_version=unstable,13
uno-libs-private@1:6.4.7-0ubuntu0.20.04.1,13
libridl-java@1:6.4.7-0ubuntu0.20.04.1,13
libuno-cppuhelpergcc3-3@1:6.4.7-0ubuntu0.20.04.1,13
libreoffice-sdbc-postgresql@1:6.4.7-0ubuntu0.20.04.1,13
libunoil-java@1:6.4.7-0ubuntu0.20.04.1,13
python3-uno@1:6.4.7-0ubuntu0.20.04.1,13
libjuh-java@1:6.4.7-0ubuntu0.20.04.1,13
libreoffice-impress@1:6.4.7-0ubuntu0.20.04.1,13
fonts-opensymbol@2:102.11+LibO6.4.7-0ubuntu0.20.04.1,13
libreoffice-nlpsolver@0.9+LibO6.4.7-0ubuntu0.20.04.1,13
pkg:deb/debian/openjpeg2@2.5.0-2?os_distro=bookworm&os_name=debian&os_version=12,13
libreoffice-script-provider-js@1:6.4.7-0ubuntu0.20.04.1,13
libmagickwand-dev@8:6.9.11.60+dfsg-1.3+deb11u3,13
pkg:deb/debian/openjpeg2@2.4.0-3?os_distro=bullseye&os_name=debian&os_version=11,13
libreoffice-style-elementary@1:6.4.7-0ubuntu0.20.04.1,13
pkg:deb/ubuntu/libreoffice@1:6.4.7-0ubuntu0.20.04.1?os_distro=focal&os_name=ubuntu&os_version=20.04,13
