Image and Tag Name,Number of unique CVEs,Low CVEs,Medium CVEs,High CVEs,Critical CVEs,Unassigned CVEs,Differing CVEs,Number of Pulls,Number of Repo Stars,Category,SubCategories,Size
composer:2.4,14,1,6,5,0,1,1,154282208,1066,Official,developer-tools,68186622
eclipse-mosquitto:2-openssl,7,1,4,0,0,1,1,615175958,1249,Official,message-queues,4140414
rocket.chat:6.5,318,62,76,77,16,58,29,73999845,808,Official,,375045986
eclipse-temurin:8u412-b08-jdk-ubi9-minimal,109,57,44,3,0,0,5,134237929,550,Official,languages-and-frameworks,169625649
geonetwork:4.2.9,429,33,130,159,34,24,49,5238687,83,Official,data-science,462383916
jetty:9.4.54-jre8-eclipse-temurin,23,17,5,0,0,1,0,39715759,405,Official,web-servers,95478460
buildpack-deps:mantic-curl,14,10,4,0,0,0,0,233190199,669,Official,developer-tools,37948996
spiped:1.6-alpine,3,0,2,0,0,0,1,3131618,65,Official,security,3855418
orientdb:3.2,68,34,25,8,0,0,1,15159809,183,Official,databases-and-storage,219865446
cirros:0.5.3,15,0,2,12,1,0,0,6674391,78,Official,operating-systems,5963014
photon:5.0-20240602,3,0,3,0,0,0,0,17097756,195,Official,operating-systems,16124596
adminer:4.8.1-standalone,95,55,0,0,2,0,38,371422611,913,Official,databases-and-storage,95980882
caddy:builder-alpine,5,2,2,0,0,0,1,626004008,744,Official,web-servers,80670788
irssi:alpine,3,0,2,0,0,0,1,8216587,172,Official,,19724252
elasticsearch:8.13.3,52,20,19,8,0,2,3,860774525,6353,Official,databases-and-storage,616895473
haproxy:3.1-dev0-alpine3.20,3,0,2,0,0,0,1,1018057305,1921,Official,web-servers,13117123
redis:6.2.14-alpine3.20,61,4,13,32,5,0,7,8755331519,12849,Official,databases-and-storage,12372622
amazonlinux:2023.4.20240416.0,16,0,7,6,0,3,0,862747637,1412,Official,operating-systems,52323609
archlinux:base-20240101.0.204074,11,0,6,2,0,3,0,26344871,565,Official,operating-systems,147995421
liquibase:alpine,28,10,6,3,0,1,8,4250,0,Official,developer-tools,180128000
debian:trixie-slim,27,25,0,0,0,0,2,1268879068,5020,Official,operating-systems,31920681
perl:5.39.10-threaded-bullseye,882,251,472,44,3,17,95,238455902,460,Official,languages-and-frameworks,338441270
drupal:7.101-php8.2-apache-bookworm,986,133,767,54,1,3,28,193290007,1037,Official,content-management-system,183108288
rethinkdb:bookworm-slim,67,41,0,1,1,0,24,75433872,628,Official,databases-and-storage,48739244
notary:signer,88,4,27,30,4,14,9,6566455,74,Official,security,7573013
xwiki:stable-postgres,63,29,15,3,3,12,1,32337763,299,Official,content-management-system,577899714
debian:unstable-20240513,27,25,0,0,0,0,2,1268879068,5020,Official,operating-systems,52642894
ubuntu:oracular-20240527,0,0,0,0,0,0,0,9203767586,17105,Official,operating-systems,29771141
gcc:13-bookworm,972,186,654,49,2,15,66,23889166,850,Official,languages-and-frameworks,497266678
gazebo:libgazebo11,535,141,361,30,2,1,0,4441653,140,Official,languages-and-frameworks,610501810
tomee:9.1.3-jre17-Semeru-ubuntu-plus,34,21,12,0,0,0,1,23838103,115,Official,web-servers,175216965
wordpress:beta-php8.3-apache,938,170,656,49,1,8,54,1377387086,5587,Official,content-management-system,241604252
fluentd:v1.16-debian-1,752,115,542,43,1,24,27,11490508,194,Official,monitoring-and-observability,101283905
hitch:1.8.0,72,44,0,0,1,0,27,434753,24,Official,web-servers,33007314
api-firewall:0.7.2,12,2,6,0,0,1,3,37480,50,Official,api-management,14196600
nats:linux,11,2,1,6,2,0,0,199591552,484,Official,message-queues,5672973
mysql:lts,134,4,35,44,5,40,6,4305301781,15137,Official,databases-and-storage,168700380
rocket.chat:6.6.6,297,61,67,73,14,54,28,73999845,808,Official,,372843039
consul:1.14,73,8,30,9,4,14,8,1033856217,1438,Official,,56689680
plone:5.2.13,1084,197,572,123,20,97,75,6625827,96,Official,content-management-system,269009600
neo4j:ubi8,250,106,125,6,1,1,11,278348653,1225,Official,databases-and-storage,318834401
spark:scala,247,26,35,38,3,131,14,265294,54,Official,data-science,441114366
mongo-express:1.0-20-alpine3.19,31,3,16,4,2,1,5,239976842,1440,Official,databases-and-storage,61400856
ros:rolling-ros-core-noble,100,40,51,9,0,0,0,27081439,638,Official,operating-systems,157460105
mariadb:11.5.1-ubi9-rc,153,41,47,35,5,13,12,2772489085,5770,Official,databases-and-storage,145862869
matomo:apache,899,134,667,60,2,8,28,122921979,333,Official,monitoring-and-observability,202439101
openjdk:23-oraclelinux8,142,0,19,9,0,114,0,2479898199,3919,Official,,277896406
mageia:rc,197,129,56,7,1,4,0,1624131,44,Official,operating-systems,110313864
groovy:jdk8-jammy,23,17,6,0,0,0,0,76788228,151,Official,languages-and-frameworks,180262370
rockylinux:9-minimal,61,26,19,2,0,5,9,32812715,239,Official,operating-systems,46545847
mariadb:11.5.1-ubi-rc,153,41,47,35,5,13,12,2772489085,5770,Official,databases-and-storage,145862869
swift:rhel-ubi9,1752,410,963,34,0,5,340,26311234,687,Official,languages-and-frameworks,825537740
ruby:alpine3.19,8,0,6,0,0,2,0,1257870500,2327,Official,languages-and-frameworks,46003768
kibana:8.14.0,39,19,6,10,2,2,0,193923653,2727,Official,monitoring-and-observability,394986553
elixir:1.12.3-otp-24-slim,74,45,1,0,1,0,27,56724865,563,Official,languages-and-frameworks,126586520
amazonlinux:2023,5,0,2,0,0,3,0,862747637,1412,Official,operating-systems,52320215
haskell:9.8.2-slim,1094,242,688,90,2,29,43,7949778,478,Official,languages-and-frameworks,447815467
hitch:1.8,72,44,0,0,1,0,27,434753,24,Official,web-servers,33007314
oraclelinux:8-slim,90,0,18,9,0,63,0,35471002,1056,Official,operating-systems,51219315
amazoncorretto:8u412-al2-native-jdk,16,0,10,2,0,4,0,85693617,397,Official,languages-and-frameworks,187957002
ros:rolling-perception,323,88,225,10,0,0,0,27081439,638,Official,operating-systems,157460105
orientdb:3.2.30,68,34,25,8,0,0,1,15159809,183,Official,databases-and-storage,219865446
haskell:9.8.2-slim-buster,1094,242,688,90,2,29,43,7949778,478,Official,languages-and-frameworks,447815467
swift:mantic,119,57,53,8,0,1,0,26311234,687,Official,languages-and-frameworks,951012448
bonita:8.0.0,78,6,23,19,9,12,9,12588716,184,Official,languages-and-frameworks,183447378
ibmjava:8-sfj,22,16,6,0,0,0,0,13103034,126,Official,languages-and-frameworks,101798180
orientdb:3.2-tp3,94,36,35,14,0,2,7,15159809,183,Official,databases-and-storage,247842420
erlang:20.3.8-slim,97,57,3,4,2,2,29,55245510,363,Official,languages-and-frameworks,112126088
api-firewall:0.7.0,12,2,6,0,1,1,2,37480,50,Official,api-management,14157171
backdrop:1.26.1-apache,882,133,661,50,1,9,28,6975022,114,Official,content-management-system,191673899
mysql:oraclelinux9,134,4,35,44,5,40,6,4305301781,15137,Official,databases-and-storage,168700380
httpd:alpine3.20,8,0,4,3,0,0,1,4484298523,4727,Official,web-servers,19580381
drupal:7.101-php8.2-fpm,975,122,768,54,1,3,27,193290007,1037,Official,content-management-system,179115774
emqx:5.6.1,63,39,0,1,1,0,22,1879708,81,Official,message-queues,124206364
plone:5.2,1084,197,572,123,20,97,75,6625827,96,Official,content-management-system,269009600
logstash:8.13.3,57,24,20,3,1,2,7,193145622,2197,Official,monitoring-and-observability,486378595
clojure:tools-deps-bookworm,100,59,0,1,2,3,35,36613901,358,Official,languages-and-frameworks,288374120
mysql:oracle,134,4,35,44,5,40,6,4305301781,15137,Official,databases-and-storage,168700380
mediawiki:stable-fpm-alpine,79,1,49,21,6,1,1,44889121,548,Official,content-management-system,176335238
rakudo-star:2024.04,99,58,0,1,2,1,37,2482434,60,Official,languages-and-frameworks,181482114
jruby:9.4.7.0-jre21,260,57,183,18,0,0,2,50371665,116,Official,languages-and-frameworks,135597782
hitch:1,72,44,0,0,1,0,27,434753,24,Official,web-servers,33007314
cirros:0.6.0,2,0,0,2,0,0,0,6674391,78,Official,operating-systems,7396065
node:21-alpine3.20,5,1,4,0,0,0,0,5155852497,13487,Official,languages-and-frameworks,48944260
logstash:8.14.0,42,19,15,2,1,1,4,193145622,2197,Official,monitoring-and-observability,487022417
rakudo-star:2024.04-alpine,3,0,2,0,0,0,1,2482434,60,Official,languages-and-frameworks,47345920
logstash:7.17.20,154,26,56,44,3,11,14,193145622,2197,Official,monitoring-and-observability,444616527
pypy:3.9-7,976,254,561,52,3,7,99,40032386,390,Official,languages-and-frameworks,2158733691
swift:noble,96,51,39,6,0,0,0,26311234,687,Official,languages-and-frameworks,880616236
liquibase:4.28.0-alpine,28,10,6,3,0,1,8,4250,0,Official,developer-tools,180128000
yourls:apache,879,131,660,51,1,8,28,21258156,288,Official,content-management-system,182903001
busybox:stable,4,0,4,0,0,0,0,10941119635,3268,Official,operating-systems,2152663
drupal:7.101-php8.2-apache-bullseye,826,190,544,46,2,4,40,193290007,1037,Official,content-management-system,171507713
cassandra:5.0,122,25,35,41,6,1,14,211080924,1542,Official,databases-and-storage,183417634
nextcloud:production-fpm,999,174,673,65,7,12,68,939750925,4094,Official,content-management-system,422068822
alpine:20240329,7,1,4,0,0,0,2,10501216760,10883,Official,operating-systems,3590997
api-firewall:0.6.17,12,2,6,0,1,1,2,37480,50,Official,api-management,13630560
satosa:8.4,67,38,0,2,1,2,24,298348,12,Official,api-management,90200554
php-zendserver:8.5,699,175,506,16,1,1,0,4268448,212,Official,languages-and-frameworks,315608578
