Package,Count
vim-tiny,143
pkg:deb/debian/vim@2:8.2.2434-3%2Bdeb11u1?os_distro=bullseye&os_name=debian&os_version=11,132
bookworm,128
vim-minimal@2:8.2.2637-20.el9_1,103
vim-common@2:7.4.1689-3ubuntu1.2,103
8.2.2637-20.el9@1,103
vim-common@2:7.4.052-1ubuntu3.1,99
github.com/golang/go@1.5.1,92
github.com/golang/go@1.5.3,91
pkg:deb/debian/binutils@2.31.1-16?os_distro=buster&os_name=debian&os_version=10,90
github.com/golang/go@1.6.2,90
binutils-common@2.31.1-16,89
github.com/golang/go@1.7.1,89
libbinutils@2.31.1-16,89
binutils-x86-64-linux-gnu@2.31.1-16,89
github.com/golang/go@1.6.4,87
github.com/golang/go@1.7.5,87
github.com/golang/go@1.7.4,87
github.com/golang/go@1.8.3,86
github.com/golang/go@1.9.2,84
github.com/golang/go@1.9.3,84
github.com/golang/go@1.10,83
github.com/golang/go@1.9.4,83
github.com/golang/go@1.11.2,82
github.com/golang/go@1.10.1,82
github.com/golang/go@1.9.7,82
github.com/golang/go@1.10.4,82
github.com/golang/go@1.10.8,78
stdlib@1.13.10,75
github.com/golang/go@1.12.9,75
stdlib@1.13.8,75
stdlib@1.13.9,75
vim-common,75
libhdf5-hl-cpp-100,74
libhdf5-dev,74
libhdf5-hl-fortran-100,74
libhdf5-hl-100,74
github.com/golang/go@1.13.1,74
libhdf5-cpp-103-1,74
libhdf5-103-1,74
libhdf5-fortran-102,74
hdf5-helpers,74
pkg:golang/stdlib@1.13.1,73
github.com/golang/go@1.13.5,73
github.com/golang/go@1.13.8,72
pkg:golang/stdlib@1.14.2,72
stdlib@1.15.3,72
stdlib@1.14.10,72
github.com/golang/go@1.14.4,72
github.com/golang/go@1.13.9,72
github.com/golang/go@1.14.2,72
imagemagick-6-common@8:6.9.10.23+dfsg-2.1+deb10u1,72
libmagickcore-6.q16-dev@8:6.9.10.23+dfsg-2.1+deb10u1,72
libmagickwand-6-headers@8:6.9.10.23+dfsg-2.1+deb10u1,72
libmagickwand-dev@8:6.9.10.23+dfsg-2.1+deb10u1,72
github.com/golang/go@1.13.10,72
github.com/golang/go@1.14.1,72
libmagickcore-6-headers@8:6.9.10.23+dfsg-2.1+deb10u1,72
libmagickcore-6.q16-6-extra@8:6.9.10.23+dfsg-2.1+deb10u1,72
libmagickcore-6-arch-config@8:6.9.10.23+dfsg-2.1+deb10u1,72
libmagickwand-6.q16-6@8:6.9.10.23+dfsg-2.1+deb10u1,72
libmagickwand-6.q16-dev@8:6.9.10.23+dfsg-2.1+deb10u1,72
libmagickcore-dev@8:6.9.10.23+dfsg-2.1+deb10u1,72
stdlib@1.13.15,72
imagemagick@8:6.9.10.23+dfsg-2.1+deb10u1,72
libmagickcore-6.q16-6@8:6.9.10.23+dfsg-2.1+deb10u1,72
pkg:golang/stdlib@1.14.4,72
imagemagick-6.q16@8:6.9.10.23+dfsg-2.1+deb10u1,72
libtiff5@4.1.0+git191117-2~deb10u3,71
libtiffxx5@4.2.0-1,71
libtiffxx5@4.1.0+git191117-2~deb10u3,71
libtiff5@4.2.0-1,71
libtiff-dev@4.1.0+git191117-2~deb10u3,71
libtiff-dev@4.2.0-1,71
github.com/golang/go@1.13.15,70
github.com/golang/go@1.15.2,69
pkg:deb/debian/imagemagick@8:6.9.10.23%2Bdfsg-2.1%2Bdeb10u1?os_distro=buster&os_name=debian&os_version=10,69
github.com/golang/go@1.14.10,69
github.com/golang/go@1.15.3,69
pkg:golang/stdlib@1.13.15,68
pkg:golang/stdlib@1.15.2,68
pkg:golang/stdlib@1.15.3,68
pkg:golang/stdlib@1.16,67
libcurl@7.61.1-r3,67
pkg:golang/stdlib@1.15.8,66
pkg:golang/stdlib@1.14.15,66
com.fasterxml.jackson.core:jackson-databind@2.5.3,66
pkg:deb/debian/openjdk-11@11.0.12%2B7-2~deb10u1?os_distro=buster&os_name=debian&os_version=10,65
pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.2,65
github.com/golang/go@1.14.15,65
openjdk-11-jdk-headless@11.0.12+7-2~deb10u1,64
trusty,64
openjdk-11-jdk@11.0.12+7-2~deb10u1,64
openjdk-11-jre-headless@11.0.12+7-2~deb10u1,64
github.com/golang/go@1.16,64
openjdk-11-jre@11.0.12+7-2~deb10u1,64
libcurl@7.67.0-r0,63
github.com/golang/go@1.15.8,63
libc6,61
multiarch-support,61
jackson-databind@2.7.7,61
pkg:golang/stdlib@1.16.7,61
pkg:golang/stdlib@1.15.15,59
github.com/golang/go@1.16.5,58
libc-bin,58
libcurl@7.74.0-r1,56
github.com/golang/go@1.17,56
github.com/golang/go@1.16.7,56
github.com/golang/go@1.15.15,56
libcurl@7.74.0-r0,56
pkg:deb/debian/openjdk-11@11.0.13%2B8-1~deb11u1?os_distro=bullseye&os_name=debian&os_version=11,55
libmariadb-dev-compat@1:10.5.12-0+deb11u1,55
libmariadb3@1:10.5.12-0+deb11u1,55
pkg:deb/debian/mariadb-10.5@1:10.5.12-0%2Bdeb11u1?os_distro=bullseye&os_name=debian&os_version=11,55
libmariadb-dev@1:10.5.12-0+deb11u1,55
pkg:golang/stdlib@1.17.7,55
mariadb-common@1:10.5.12-0+deb11u1,55
libcurl@7.69.1-r0,54
libcrypto1.0@1.0.2p-r0,54
libssl1.0@1.0.2p-r0,54
openjdk-11-jre@11.0.13+8-1~deb11u1,54
libcurl@7.68.0-r0,54
openjdk-11-jdk@11.0.13+8-1~deb11u1,54
7.29.0-59.0.3.el7@9.1,54
openjdk-11-jre-headless@11.0.13+8-1~deb11u1,54
libde265-0@1.0.8-1,54
openjdk-11-jdk-headless@11.0.13+8-1~deb11u1,54
pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.8,54
com.fasterxml.jackson.core:jackson-databind@2.9.8,53
pkg:golang/stdlib@1.13.5 pkg:golang/stdlib@1.16.5,53
pkg:deb/debian/libde265@1.0.8-1?os_distro=bullseye&os_name=debian&os_version=11,53
pkg:deb/ubuntu/vim@2:7.4.052-1ubuntu3.1?os_name=ubuntu&os_version=14.04,52
libde265-0@1.0.3-1+b1,52
pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.5.3,51
github.com/golang/go@1.17.5,51
pkg:deb/debian/tiff@4.1.0%2Bgit191117-2~deb10u3?os_distro=buster&os_name=debian&os_version=10,51
pkg:deb/debian/libde265@1.0.3-1?os_distro=buster&os_name=debian&os_version=10,51
pkg:golang/stdlib@1.16.15,51
libcurl3-gnutls,51
pkg:deb/debian/tiff@4.2.0-1?os_distro=bullseye&os_name=debian&os_version=11,50
pkg:golang/stdlib@1.17.5,49
github.com/golang/go@1.17.7,48
node@16.13.1,48
libmariadb-dev-compat@1:10.3.31-0+deb10u1,47
github.com/golang/go@1.16.15,47
libmariadb-dev@1:10.3.31-0+deb10u1,47
mariadb-common@1:10.3.31-0+deb10u1,47
locales,47
libpython3.4-minimal,47
libmariadb3@1:10.3.31-0+deb10u1,47
chromium,46
openssl,46
pkg:deb/debian/mariadb-10.3@1:10.3.31-0%2Bdeb10u1?os_distro=buster&os_name=debian&os_version=10,45
libc-bin@2.23-0ubuntu5,45
libcurl3-gnutls@7.47.0-1ubuntu2.2,45
github.com/mattermost/mattermost-server/v6@6.2.1,44
libcrypto1.1@1.1.1d-r2,44
libcrypto1.1@1.1.1d-r3,44
libcurl@7.80.0-r0,44
libssl1.1@1.1.1d-r2,44
github.com/mattermost/mattermost-server/v6@6.0.3,44
libssl1.1@1.1.1d-r3,44
github.com/mattermost/mattermost-server/v6@6.0.1,44
libssl1.1@1.1.1g-r0,43
java/jdk,43
libavutil56@7:4.1.8-0+deb10u1,43
libavformat58@7:4.1.8-0+deb10u1,43
libavcodec58@7:4.1.8-0+deb10u1,43
libswresample3@7:4.1.8-0+deb10u1,43
libcrypto1.1@1.1.1g-r0,43
org.graalvm.sdk:graal-sdk@21.1.0,43
libssl1.1@1.1.1i-r0,42
libcrypto1.1@1.1.1i-r0,42
focal,41
github.com/mattermost/mattermost-server/v6@6.0.0-20221109191448-21aec2741bfe,40
libsqlite3-0,40
github.com/mattermost/mattermost-server/v6@6.0.0-20230214141527-f14c24391ca8,40
github.com/mattermost/mattermost-server/v6@6.0.0-20230113170349-ea08d47f6051,40
mysql-client@8.0.35-0ubuntu0.22.04.1,40
mysql-client-8.0@8.0.35-0ubuntu0.22.04.1,40
mysql-client-core-8.0@8.0.35-0ubuntu0.22.04.1,40
github.com/mattermost/mattermost-server/v6@6.0.0-20221206174448-c3c81cb3d6a2,40
pkg:deb/debian/binutils@2.35.2-2?os_distro=bullseye&os_name=debian&os_version=11,40
github.com/mattermost/mattermost-server/v6@6.0.0-20230321114510-b61c096497ac,40
pkg:deb/ubuntu/mysql-8.0@8.0.35-0ubuntu0.22.04.1?os_distro=jammy&os_name=ubuntu&os_version=22.04,40
libctf-nobfd0@2.35.2-2,39
libcurl3-gnutls@7.74.0-1.3+b1,39
libctf0@2.35.2-2,39
libcrypto1.1@1.1.1j-r0,39
libssl1.1@1.1.1j-r0,39
curl@7.74.0-1.3+b1,39
libbinutils@2.35.2-2,39
binutils-common@2.35.2-2,39
libcurl4@7.74.0-1.3+b1,39
binutils-x86-64-linux-gnu@2.35.2-2,39
libcurl4-openssl-dev@7.74.0-1.3+b1,39
pkg:deb/ubuntu/firefox@125.0%2Bbuild1-0ubuntu0.22.04.1~mt1?os_distro=jammy&os_name=ubuntu&os_version=22.04,38
libssl1.0.0,38
pkg:deb/ubuntu/firefox@125.0.1%2Bbuild1-0ubuntu0.22.04.1~mt1?os_distro=jammy&os_name=ubuntu&os_version=22.04,38
firefox@125.0+build1-0ubuntu0.22.04.1~mt1,38
libcgal13@4.13-1~pgdg90+1,38
firefox@126.0.2+build1-0ubuntu0.22.04.1~mt1,38
firefox@125.0.1+build1-0ubuntu0.22.04.1~mt1,38
pkg:deb/ubuntu/firefox@126.0.2%2Bbuild1-0ubuntu0.22.04.1~mt1?os_distro=jammy&os_name=ubuntu&os_version=22.04,38
libpython3.4-stdlib@3.4.3-1ubuntu1~14.04.6,38
libmagickwand-6.q16-6@8:6.9.11.60+dfsg-1.3,36
imagemagick@8:6.9.11.60+dfsg-1.3,36
imagemagick-6.q16@8:6.9.11.60+dfsg-1.3,36
libmagickcore-6-headers@8:6.9.11.60+dfsg-1.3,36
libmagickcore-6.q16-6-extra@8:6.9.11.60+dfsg-1.3,36
pkg:golang/stdlib@1.18.6,36
libmagickcore-6.q16-6@8:6.9.11.60+dfsg-1.3,36
libmagickwand-6-headers@8:6.9.11.60+dfsg-1.3,36
libmagickcore-6.q16-dev@8:6.9.11.60+dfsg-1.3,36
libmagickcore-dev@8:6.9.11.60+dfsg-1.3,36
libmagickwand-dev@8:6.9.11.60+dfsg-1.3,36
imagemagick-6-common@8:6.9.11.60+dfsg-1.3,36
libmagickwand-6.q16-dev@8:6.9.11.60+dfsg-1.3,36
libmagickcore-6-arch-config@8:6.9.11.60+dfsg-1.3,36
pkg:apk/alpine/curl@7.80.0-r0?os_name=alpine&os_version=3.15,35
libhdf5-100@1.10.0-patch1+docs-3+deb9u1,35
libcrypto1.1@1.1.1l-r7,34
libssl1.1@1.1.1l-r8,34
libssl1.1@1.1.1l-r7,34
libcrypto1.1@1.1.1l-r8,34
xvfb@2:1.20.4-1+deb10u3,32
pkg:golang/stdlib@1.19.3,32
libc-bin@2.24-11+deb9u4,32
libpython2.7-minimal@2.7.12-1ubuntu0~16.04.1,32
xvfb@2:1.20.11-1,32
libc-l10n,32
xserver-common@2:1.20.4-1+deb10u3,32
xserver-common@2:1.20.11-1,32
openssl@1.1.1j-r0,32
libc6@2.24-11+deb9u4,32
openssl@1.1.1i-r0,32
python2@2.7.15-r2,31
github.com/golang/go@1.18.6,31
github.com/mattermost/mattermost-server/v5@5.3.2-0.20200731154015-c5c6a5ce5399,31
ncurses-base,31
github.com/mattermost/mattermost-server/v5@5.3.2-0.20200804063212-d4dac31b042a,31
org.graalvm.sdk:graal-sdk@22.0.0.2,31
libssl1.1@1.1.1c-1,31
github.com/mattermost/mattermost-server/v5@5.3.2-0.20210514083559-0bf7aed02e2c,31
github.com/mattermost/mattermost/server/v8@8.0.0-20240529104128-9d30a62c9471,30
libc-bin@2.19-0ubuntu6.13,30
libcurl4@7.64.0-4+deb10u2,30
libcurl3-gnutls@7.64.0-4+deb10u2,30
libcurl4-openssl-dev@7.64.0-4+deb10u2,30
pkg:deb/debian/xorg-server@2:1.20.11-1?os_distro=bullseye&os_name=debian&os_version=11,30
libssl1.1@1.1.1q-r0,30
curl@7.64.0-4+deb10u2,30
libcrypto1.1@1.1.1q-r0,30
libc-bin@2.28-10,29
libc-l10n@2.28-10,29
libc6@2.28-10,29
pkg:deb/debian/xorg-server@2:1.20.4-1%2Bdeb10u3?os_distro=buster&os_name=debian&os_version=10,29
libc6-dev@2.28-10,29
pkg:deb/debian/curl@7.74.0-1.3%2Bb1?os_distro=bullseye&os_name=debian&os_version=11 pkg:deb/debian/curl@7.74.0-1.3?os_distro=bullseye&os_name=debian&os_version=11,29
libc-dev-bin@2.28-10,29
2.9.1-6.0.3.el7@9.6,29
locales@2.28-10,29
pkg:deb/debian/curl@7.64.0-4%2Bdeb10u2?os_distro=buster&os_name=debian&os_version=10,29
libmariadbclient18@10.1.48-0+deb9u2,28
libbluetooth3@5.50-1.2~deb10u2,28
vim-tiny@2:9.0.1378-2,28
vim-common@2:9.0.1378-2,28
pkg:deb/ubuntu/curl@7.47.0-1ubuntu2.2?os_distro=xenial&os_name=ubuntu&os_version=16.04,28
libbluetooth-dev@5.50-1.2~deb10u2,28
libpython2.7-stdlib,28
libtiff5@4.0.8-2+deb9u7,28
libpython2.7-minimal,27
libncursesw5,27
ncurses-bin,27
pkg:golang/stdlib@1.19.4,27
github.com/golang/go@1.19.3,27
2.17-325.0.1.el7@9,27
libtinfo5,27
libopenexr23@2.2.1-4.1+deb10u1,27
libncurses5,27
3.7.17-8.el7@7.1,27
libopenexr-dev@2.2.1-4.1+deb10u1,27
github.com/golang/go@1.19.5,26
github.com/golang/go@1.18.10,26
pkg:deb/debian/openssl@1.1.1c-1?os_distro=buster&os_name=debian&os_version=10,26
libbluetooth-dev@5.55-3.1,26
github.com/golang/go@1.19.4,26
libsqlite3-0@3.11.0-1ubuntu1,26
5.9-14.20130511.el7@4,26
pkg:deb/debian/openexr@2.2.1-4.1%2Bdeb10u1?os_distro=buster&os_name=debian&os_version=10,26
imagemagick-6-common@8:6.9.11.60+dfsg-1.3ubuntu0.22.04.3,26
libbluetooth3@5.55-3.1,26
4.8.5-44.0.3.el7,25
libpython2.7-stdlib@2.7.16-2+deb10u1,25
libmagickwand-6.q16-6@8:6.9.11.60+dfsg-1.3ubuntu0.22.04.3,25
libmagickcore-6.q16-6@8:6.9.11.60+dfsg-1.3ubuntu0.22.04.3,25
libpython2.7@2.7.16-2+deb10u1,25
pkg:deb/ubuntu/imagemagick@8:6.9.11.60%2Bdfsg-1.3ubuntu0.22.04.3?os_distro=jammy&os_name=ubuntu&os_version=22.04,25
imagemagick@8:6.9.11.60+dfsg-1.3ubuntu0.22.04.3,25
imagemagick-6.q16@8:6.9.11.60+dfsg-1.3ubuntu0.22.04.3,25
libpython2.7-minimal@2.7.16-2+deb10u1,25
ssl_client@1.27.2-r11,24
git-man,24
git@2.15.3-r0,24
libssl1.1@1.1.1t-r2,24
libpython3.7-minimal@3.7.3-2+deb10u3,24
busybox@1.27.2-r11,24
libpython3.7-stdlib@3.7.3-2+deb10u3,24
pkg:deb/ubuntu/python3.4@3.4.3-1ubuntu1~14.04.6?os_name=ubuntu&os_version=14.04,24
python3.7@3.7.3-2+deb10u3,24
libcrypto1.1@1.1.1t-r2,24
pkg:deb/ubuntu/glibc@2.23-0ubuntu5?os_distro=xenial&os_name=ubuntu&os_version=16.04,24
libc6@2.23-0ubuntu5,24
locales@2.23-0ubuntu5,24
multiarch-support@2.23-0ubuntu5,24
pkg:deb/debian/python2.7@2.7.16-2%2Bdeb10u1?os_distro=buster&os_name=debian&os_version=10,23
2.7.5-90.0.3.el7,23
pkg:deb/ubuntu/sqlite3@3.11.0-1ubuntu1?os_distro=xenial&os_name=ubuntu&os_version=16.04,23
1.1.1g-12.el8@3,23
libopenjp2-7@2.1.2-1.1+deb9u6,23
1.0.2k-23.el7@9,23
openssl-libs@1:1.1.1g-12.el8_3,23
busybox@1.28.4-r1,23
github.com/golang/go@1.19.6,23
x11-common,23
ssl_client@1.28.4-r1,23
pkg:deb/debian/imagemagick@8:6.9.11.60%2Bdfsg-1.3?os_distro=bullseye&os_name=debian&os_version=11,23
libexpat1-dev@2.2.6-2+deb10u1,22
pkg:golang/k8s.io/kubernetes@1.17.2,22
libssl1.0.0@1.0.2g-1ubuntu4.5,22
libssl1.0.0@1.0.1f-1ubuntu2.23,22
libexpat1@2.2.10-2,22
libexpat1-dev@2.2.10-2,22
libexpat1@2.2.6-2+deb10u1,22
github.com/mattermost/mattermost-server/v5@5.18.0,22
libpoppler64@0.48.0-2+deb9u4,22
pkg:apk/alpine/curl@7.74.0-r1?os_name=alpine&os_version=3.13,22
github.com/golang/go@1.19.7,22
pkg:deb/debian/vim@2:9.0.1378-2?os_distro=bookworm&os_name=debian&os_version=12,22
libcurl3@7.35.0-1ubuntu2.20,22
pkg:apk/alpine/curl@7.74.0-r0?os_name=alpine&os_version=3.13,22
libtinfo5@6.0+20160213-1ubuntu1,21
libpython2.7-stdlib@2.7.12-1ubuntu0~16.04.1,21
libtiff5@4.2.0-1+deb11u5,21
2.56.1-9.el7@9,21
pkg:deb/ubuntu/python2.7@2.7.12-1ubuntu0~16.04.1?os_distro=xenial&os_name=ubuntu&os_version=16.04,21
k8s.io/kubernetes@v1.17.2,21
pkg:deb/ubuntu/curl@7.35.0-1ubuntu2.20?os_name=ubuntu&os_version=14.04,21
libncursesw5@5.9+20140118-1ubuntu1,21
libopenjp2-7-dev@2.3.0-2+deb10u2,21
libopenjp2-7@2.3.0-2+deb10u2,21
expat@2.2.9-r1,21
git@1:2.20.1-2+deb10u3,21
git-man@1:2.20.1-2+deb10u3,21
expat@2.2.8-r0,21
java/jre,21
ssl_client@1.32.1-r2,20
glibc-langpack-en@2.28-127.el8_3.2,20
libc-l10n@2.31-13+deb11u2,20
glibc-common@2.28-127.el8,20
glibc-minimal-langpack@2.28-127.el8_3.2,20
libunbound8@1.9.0-2+deb10u2,20
glibc-common@2.28-127.el8_3.2,20
pkg:deb/ubuntu/openssl@1.0.2g-1ubuntu4.5?os_distro=xenial&os_name=ubuntu&os_version=16.04,20
libpython3.9-stdlib@3.9.2-1,20
2.28-127.el8@3.2,20
libldap-2.4-2@2.4.42+dfsg-2ubuntu3.1,20
glibc-minimal-langpack@2.28-127.el8,20
libc-dev-bin@2.31-13+deb11u2,20
openssl-libs,20
ssl_client@1.31.1-r9,20
glibc-langpack-en@2.28-127.el8,20
libc-bin@2.31-13+deb11u2,20
ssl_client@1.29.3-r10,20
busybox@1.29.3-r10,20
libpython3.9@3.9.2-1,20
libc6@2.31-13+deb11u2,20
ssl_client@1.30.1-r3,20
libc6-dev@2.31-13+deb11u2,20
pkg:deb/debian/unbound@1.9.0-2%2Bdeb10u2?os_distro=buster&os_name=debian&os_version=10,20
ssl_client@1.32.1-r3,20
libpython3.9-minimal@3.9.2-1,20
locales@2.31-13+deb11u2,20
busybox@1.30.1-r3,19
libssl1.1@1.1.1k-1+deb11u1,19
pkg:rpm/redhatlinux/glibc@2.28-127.el8_3.2?os_name=redhatlinux&os_version=8,19
mupdf-tools,19
2.4.44-24.el7@9,19
libssl-dev@1.1.1k-1+deb11u1,19
openjdk-11-jre-headless@11.0.19+7~us1-0ubuntu1~22.04.1,19
libudev1,19
libssl-dev@1.1.1d-0+deb10u7,19
libk5crypto3,19
pkg:deb/debian/bluez@5.50-1.2~deb10u2?os_distro=buster&os_name=debian&os_version=10,19
pkg:rpm/redhatlinux/glibc@2.28-127.el8?os_name=redhatlinux&os_version=8,19
openssl-libs@1:1.0.2k-23.el7_9,19
libexpat1@2.1.0-7ubuntu0.16.04.2,19
libudev1@229-4ubuntu12,19
node@12.22.7,19
libkrb5-3,19
openssl@1.1.1d-0+deb10u7,19
libssl1.1@1.1.1d-0+deb10u7,19
openssl@1.1.1k-1+deb11u1,19
libldap-2.4-2@2.4.31-1+nmu2ubuntu8.5,19
libxml2@2.9.8-r0,19
libudev1@241-7~deb10u1,18
pkg:deb/ubuntu/expat@2.1.0-4ubuntu1.4?os_name=ubuntu&os_version=14.04,18
pkg:deb/debian/expat@2.2.6-2%2Bdeb10u1?os_distro=buster&os_name=debian&os_version=10,18
pkg:deb/ubuntu/openldap@2.4.42%2Bdfsg-2ubuntu3.1?os_distro=xenial&os_name=ubuntu&os_version=16.04,18
sqlite-libs,18
libgssapi-krb5-2,18
libsystemd0@241-7~deb10u1,18
ssl_client@1.31.1-r20,18
libexpat1@2.1.0-4ubuntu1.4,18
stdlib,18
pkg:rpm/oraclelinux/expat@2.2.5-4.el8?os_name=oraclelinux&os_version=8,18
1.1.1k-5.el8@5,18
libssl3@3.0.2-0ubuntu1.8,18
pkg:deb/ubuntu/openjdk-lts@11.0.19%2B7~us1-0ubuntu1~22.04.1?os_distro=jammy&os_name=ubuntu&os_version=22.04,18
libxml2-dev@2.9.9-r2,18
git-man@1:2.30.2-1,18
busybox-initramfs@1:1.21.0-1ubuntu1,18
libpython3.9-dev@3.9.2-1,18
pkg:golang/k8s.io/kubernetes@1.18.12,18
k8s.io/kubernetes@v1.18.12,18
nginx,18
libtiff5@4.3.0-6ubuntu0.4,17
github.com/golang/go@1.20.1,17
libopenjp2-7@2.4.0-3,17
libkrb5support0,17
python39-libs@3.9.6-2.module+el8.5.0+20364+c7fe1181,17
pkg:rpm/amazonlinux/curl-minimal@7.88.1-1.amzn2023.0.1?os_name=amazonlinux&os_version=2023 pkg:rpm/amazonlinux/curl@7.88.1-1.amzn2023.0.1?os_name=amazonlinux&os_version=2023 pkg:rpm/amazonlinux/libcurl-minimal@7.88.1-1.amzn2023.0.1?os_name=amazonlinux&os_version=2023,17
libopenjp2-7-dev@2.4.0-3,17
stdlib@1.21-20230714-RC01,17
perl-base@5.22.1-9,17
libtiff6@4.5.0-6+deb12u1,17
python39-pip-wheel@20.2.4-6.module+el8.5.0+20364+c7fe1181,17
libxml2-dev@2.9.10-r3,17
libxml2@2.9.9-r2,17
pkg:deb/debian/git@1:2.20.1-2%2Bdeb10u3?os_distro=buster&os_name=debian&os_version=10,17
pkg:deb/debian/expat@2.2.10-2?os_distro=bullseye&os_name=debian&os_version=11,17
sqlite-libs@3.25.3-r2,16
binutils-x86-64-linux-gnu@2.38-4ubuntu2.2,16
org.elasticsearch:elasticsearch@7.8.1,16
pkg:rpm/redhatlinux/binutils@2.35.2-43.el9?os_name=redhatlinux&os_version=9 pkg:rpm/redhatlinux/gdb@10.2-13.el9?os_name=redhatlinux&os_version=9,16
binutils-aarch64-linux-gnu@2.38-4ubuntu2.2,16
pkg:rpm/redhatlinux/openssl@1:1.1.1g-12.el8_3?os_name=redhatlinux&os_version=8,16
openssh-client@1:7.9p1-10+deb10u2,16
libsystemd0@229-4ubuntu12,16
libctf0@2.38-4ubuntu2.3,16
pkg:deb/debian/openjpeg2@2.3.0-2%2Bdeb10u2?os_distro=buster&os_name=debian&os_version=10,16
binutils-x86-64-linux-gnu@2.38-4ubuntu2.3,16
binutils-common@2.38-4ubuntu2.2,16
libctf-nobfd0@2.38-4ubuntu2.3,16
pkg:golang/stdlib@1.20.5,16
libbinutils@2.38-4ubuntu2.2,16
binutils-common@2.38-4ubuntu2.3,16
libbinutils@2.38-4ubuntu2.3,16
pkg:deb/debian/openssh@1:7.9p1-10%2Bdeb10u2?os_distro=buster&os_name=debian&os_version=10,16
libkrb5support0@1.13.2+dfsg-5,16
libctf-nobfd0@2.38-4ubuntu2.2,16
libctf0@2.38-4ubuntu2.2,16
libsqlite3-0@3.8.2-1ubuntu2.1,16
systemd-sysv@229-4ubuntu12,16
pkg:deb/ubuntu/systemd@229-4ubuntu12?os_distro=xenial&os_name=ubuntu&os_version=16.04,16
libopenjp2-7@2.5.0-2,15
openssl@1.1.1n-0+deb11u3,15
pkg:deb/ubuntu/tiff@4.3.0-6ubuntu0.4?os_distro=jammy&os_name=ubuntu&os_version=22.04,15
libexpat1@2.2.0-2+deb9u3,15
pkg:deb/debian/openssl@1.1.1k-1%2Bdeb11u1?os_distro=bullseye&os_name=debian&os_version=11,15
pkg:apk/alpine/busybox@1.32.1-r2?os_name=alpine&os_version=3.13,15
libc-bin@2.31-13+deb11u5,15
python3.9@3.9.2-1,15
busybox-initramfs,15
openssh-keygen_8.4@p1-r2,15
openssh-client_8.4@p1-r2,15
python,15
pkg:deb/debian/openssl@1.1.1d-0%2Bdeb10u7?os_distro=buster&os_name=debian&os_version=10,15
libc6@2.31-13+deb11u5,15
libudev1@241-7~deb10u8,15
github.com/golang/go@1.19.9,15
pkg:golang/stdlib@1.17.7 pkg:golang/stdlib@1.19.13,15
pkg:deb/ubuntu/binutils@2.38-4ubuntu2.3?os_distro=jammy&os_name=ubuntu&os_version=22.04,15
