Image and Tag Name,Number of unique CVEs,Low CVEs,Medium CVEs,High CVEs,Critical CVEs,Unassigned CVEs,Differing CVEs,Number of Pulls,Number of Repo Stars,Category,SubCategories,Size
ghost:alpine,109,15,41,34,6,7,6,361382152,1712,Official,content-management-system,158780932
haproxy:lts-alpine,5,0,4,0,0,0,1,1018057305,1921,Official,web-servers,13117227
python:3.13.0b2-slim-bookworm,56,35,0,2,1,0,18,7486837220,9645,Official,languages-and-frameworks,46553064
rockylinux:9.3.20231119,194,138,31,4,0,11,10,32812715,239,Official,operating-systems,64310806
tomee:9.1.3-jre17-Semeru-ubuntu-webprofile,34,21,12,0,0,0,1,23838103,115,Official,web-servers,161548831
percona:psmdb-6.0,297,2,42,61,7,178,7,178449172,629,Official,databases-and-storage,286535501
jruby:9.4.7.0-jre17,156,59,80,15,0,0,2,50371665,116,Official,languages-and-frameworks,132788712
spark:python3-java17,478,78,213,55,3,115,14,265294,54,Official,data-science,558494620
monica:5.0-fpm,898,126,668,60,2,8,34,11294526,191,Official,content-management-system,203738374
varnish:old,859,111,657,50,1,11,29,16994922,168,Official,web-servers,134784916
chronograf:1.9,209,64,35,59,12,3,36,154620069,361,Official,monitoring-and-observability,71490896
clojure:tools-deps-bookworm-slim,100,59,0,1,2,3,35,36613901,358,Official,languages-and-frameworks,256517790
satosa:bookworm,67,38,0,2,1,2,24,298348,12,Official,api-management,90200554
amazoncorretto:8u412-al2-native-jre,16,0,10,2,0,4,0,85693617,397,Official,languages-and-frameworks,171810704
jetty:jdk21,27,21,6,0,0,0,0,39715759,405,Official,web-servers,241084200
amazonlinux:2,4,0,0,0,0,4,0,862747637,1412,Official,operating-systems,62646348
postfixadmin:3.3.13,1036,139,772,64,5,26,30,5231400,193,Official,developer-tools,181532337
elixir:1.12.3-slim,74,45,1,0,1,0,27,56724865,563,Official,languages-and-frameworks,126586520
busybox:glibc,4,0,4,0,0,0,0,10941119635,3268,Official,operating-systems,2152663
haxe:4.1-alpine3.19,26,2,4,2,0,18,0,24637216,62,Official,languages-and-frameworks,2138887314
irssi:1.4.5-alpine3.20,3,0,2,0,0,0,1,8216587,172,Official,,19724252
perl:devel-threaded-bookworm,967,186,653,49,2,11,66,238455902,460,Official,languages-and-frameworks,364963346
debian:unstable-slim,27,25,0,0,0,0,2,1268879068,5020,Official,operating-systems,31923017
chronograf:1.10,75,41,1,3,4,1,25,154620069,361,Official,monitoring-and-observability,84069434
couchdb:3,95,56,2,2,2,0,33,189385990,565,Official,databases-and-storage,89655707
znc:1.9.0-slim,14,3,5,1,0,5,0,28270528,115,Official,,50035508
swipl:stable,90,48,0,1,1,4,36,3073296,67,Official,languages-and-frameworks,96523456
nats:alpine,18,3,5,6,2,1,1,199591552,484,Official,message-queues,9710212
backdrop:1.26.1,882,133,661,50,1,9,28,6975022,114,Official,content-management-system,191673899
cassandra:5.0-beta1-jammy,122,25,35,41,6,1,14,211080924,1542,Official,databases-and-storage,183417634
wordpress:beta-php8.3-fpm,930,161,657,49,1,8,54,1377387086,5587,Official,content-management-system,237713626
postgres:alpine3.19,7,0,4,0,0,3,0,8731561121,13472,Official,databases-and-storage,97765776
varnish:stable,796,154,541,47,2,23,29,16994922,168,Official,web-servers,95874783
joomla:php8.3-fpm-alpine,102,2,58,32,6,4,0,83060808,442,Official,content-management-system,91112096
swift:slim,20,16,4,0,0,0,0,26311234,687,Official,languages-and-frameworks,90420104
composer:2.2.23,12,1,6,3,0,1,1,154282208,1066,Official,developer-tools,68084344
haxe:4.1.5-alpine,26,2,4,2,0,18,0,24637216,62,Official,languages-and-frameworks,2138887314
pypy:3.9-7.3,976,254,561,52,3,7,99,40032386,390,Official,languages-and-frameworks,2158810911
httpd:alpine,8,0,4,3,0,0,1,4484298523,4727,Official,web-servers,19580381
mageia:8,589,261,318,6,1,3,0,1624131,44,Official,operating-systems,113298179
buildpack-deps:noble-scm,14,10,4,0,0,0,0,233190199,669,Official,developer-tools,89648725
nats:2.9.25-scratch,22,3,3,8,2,0,6,199591552,484,Official,message-queues,5249567
spiped:alpine,3,0,2,0,0,0,1,3131618,65,Official,security,3855418
golang:1.23rc1-alpine3.20,0,0,0,0,0,0,0,2169767338,4871,Official,languages-and-frameworks,191958199
geonetwork:4,224,34,89,59,9,6,27,5238687,83,Official,data-science,488318911
open-liberty:full-java8-openj9,26,19,6,0,0,1,0,12934678,65,Official,web-servers,439774296
haskell:slim-buster,1094,242,688,90,2,29,43,7949778,478,Official,languages-and-frameworks,447815467
storm:2.6.2-jre17,316,20,58,116,28,61,33,8958378,195,Official,data-science,563251262
openjdk:23-ea-oraclelinux8,142,0,19,9,0,114,0,2479898199,3919,Official,,277896406
arangodb:3.12.0.2,37,3,10,14,2,7,1,36479732,289,Official,databases-and-storage,302152478
mongo:5.0.27-focal,79,20,16,32,5,0,6,4358857033,10260,Official,databases-and-storage,270121688
cirros:0.6.2,2,0,0,2,0,0,0,6674391,78,Official,operating-systems,7415369
archlinux:base-devel-20240101.0.204074,11,0,6,2,0,3,0,26344871,565,Official,operating-systems,266238966
fedora:40,1,0,0,0,0,1,0,119427901,1205,Official,operating-systems,80116543
telegraf:1.30.3-alpine,7,2,4,0,0,0,1,595630842,665,Official,monitoring-and-observability,68608895
percona:psmdb-6.0.6,297,2,41,61,6,178,9,178449172,629,Official,databases-and-storage,286535501
elixir:1.12-slim,74,45,1,0,1,0,27,56724865,563,Official,languages-and-frameworks,126586520
gazebo:libgazebo11-focal,535,141,361,30,2,1,0,4441653,140,Official,languages-and-frameworks,610501810
geonetwork:4.4.4,235,34,89,59,9,17,27,5238687,83,Official,data-science,488318911
kibana:8.13.0,58,23,19,11,2,3,0,193923653,2727,Official,monitoring-and-observability,375053138
eggdrop:stable,14,1,2,0,0,11,0,2809332,79,Official,,11727510
varnish:fresh,859,111,657,50,1,11,29,16994922,168,Official,web-servers,134870706
percona:psmdb-5.0,293,2,41,57,6,178,9,178449172,629,Official,databases-and-storage,263022990
dart:stable-sdk,89,56,0,1,2,0,30,2141623,140,Official,languages-and-frameworks,322154188
znc:1.9,19,3,6,4,0,6,0,28270528,115,Official,,157932715
unit:php,719,174,453,46,2,6,38,449766,31,Official,web-servers,177753607
sapmachine:ubuntu-22.04,25,20,5,0,0,0,0,22340852,49,Official,languages-and-frameworks,243854117
couchbase:enterprise-7.0.5,355,48,144,111,9,35,8,86459240,917,Official,databases-and-storage,616705605
redmine:5.1.2-alpine,101,5,56,22,6,10,2,68014881,1201,Official,content-management-system,186043966
groovy:jdk8,23,17,6,0,0,0,0,76788228,151,Official,languages-and-frameworks,180262370
maven:sapmachine,14,11,3,0,0,0,0,659120407,1573,Official,languages-and-frameworks,279396993
rakudo-star:bookworm,99,58,0,1,2,1,37,2482434,60,Official,languages-and-frameworks,181482114
pypy:3.10-7.3.16,976,254,561,52,3,7,99,40032386,390,Official,languages-and-frameworks,2225919483
consul:1.13.9,85,8,33,14,4,16,10,1033856217,1438,Official,,52885265
telegraf:1.30-alpine,7,2,4,0,0,0,1,595630842,665,Official,monitoring-and-observability,68608895
eggdrop:develop,7,1,4,0,0,1,1,2809332,79,Official,,16095231
silverpeas:6.3.5,507,50,177,146,72,28,34,1881618,45,Official,content-management-system,1777196611
golang:1.23rc1-alpine,0,0,0,0,0,0,0,2169767338,4871,Official,languages-and-frameworks,226429744
dart:beta-sdk,89,56,0,1,2,0,30,2141623,140,Official,languages-and-frameworks,302242251
php-zendserver:9.1,710,175,513,20,1,1,0,4268448,212,Official,languages-and-frameworks,399260011
joomla:4.4-php8.2-fpm-alpine,106,2,60,34,6,4,0,83060808,442,Official,content-management-system,92307518
nextcloud:production-apache,1007,183,672,65,7,12,68,939750925,4094,Official,content-management-system,425767664
couchbase:enterprise-7.1.6,283,41,128,66,6,33,9,86459240,917,Official,databases-and-storage,652023613
eclipse-mosquitto:2.0-openssl,7,1,4,0,0,1,1,615175958,1249,Official,message-queues,4140414
busybox:musl,4,0,4,0,0,0,0,10941119635,3268,Official,operating-systems,852608
tomee:9.1.3-jre17-Temurin-webprofile,36,21,14,0,0,0,1,23838103,115,Official,web-servers,152843761
nats:alpine3.19,18,3,5,6,2,1,1,199591552,484,Official,message-queues,9710212
websphere-liberty:kernel-java11-openj9,24,19,5,0,0,0,0,23727085,299,Official,web-servers,119293194
busybox:stable-glibc,4,0,4,0,0,0,0,10941119635,3268,Official,operating-systems,2152663
kong:3.7,25,17,8,0,0,0,0,323935838,781,Official,api-management,98167820
bonita:9.0.0,67,7,17,17,9,10,7,12588716,184,Official,languages-and-frameworks,191493413
sonarqube:lts-community,110,21,23,19,3,40,4,1067315424,2397,Official,integration-and-delivery,392281169
caddy:2.8.4-builder,5,2,2,0,0,0,1,626004008,744,Official,web-servers,80670788
caddy:builder,5,2,2,0,0,0,1,626004008,744,Official,web-servers,80670788
friendica:stable-fpm,931,224,497,109,12,14,75,4852186,86,Official,,251597693
tomcat:jre21-temurin-jammy,22,17,5,0,0,0,0,760711845,3671,Official,web-servers,110119211
mageia:cauldron,1,0,0,0,0,1,0,1624131,44,Official,operating-systems,108651462
redmine:5.1-alpine3.20,100,5,54,22,6,11,2,68014881,1201,Official,content-management-system,186043966
maven:3.9.7-sapmachine-22,14,11,3,0,0,0,0,659120407,1573,Official,languages-and-frameworks,277732234
amazonlinux:2023.4.20240528.0,5,0,2,0,0,3,0,862747637,1412,Official,operating-systems,52320215
orientdb:3.2.30-tp3,94,36,35,14,0,2,7,15159809,183,Official,databases-and-storage,247842420
vault:1.12.7,76,7,34,17,3,4,11,538553366,1112,Official,security,86568885
openjdk:23-ea-25-oraclelinux8,142,0,19,9,0,114,0,2479898199,3919,Official,,277896406
convertigo:8.2.5,132,29,25,0,1,74,3,4249049,55,Official,languages-and-frameworks,306823940
alpine:3,3,1,2,0,0,0,0,10501216760,10883,Official,operating-systems,3622094
almalinux:9.4-minimal-20240530,32,17,8,0,0,7,0,6614527,162,Official,operating-systems,34395730
plone:5.2.13-python38,1084,197,572,123,20,97,75,6625827,96,Official,content-management-system,269009600
erlang:22.3.4.27-slim,96,57,2,4,2,2,29,55245510,363,Official,languages-and-frameworks,111121884
docker:27.0.2,3,1,0,1,0,1,0,2980899991,2600,Official,developer-tools,2170865718
ibm-semeru-runtimes:open-8u412-b08-jre-jammy,24,19,5,0,0,0,0,5304221,45,Official,languages-and-frameworks,97338124
haxe:4.1.5-alpine3.18,38,3,12,3,0,20,0,24637216,62,Official,languages-and-frameworks,2138887314
rakudo-star:2024.03,103,58,0,1,2,1,41,2482434,60,Official,languages-and-frameworks,181387755
rabbitmq:3.12-management,78,16,6,0,0,56,0,3483391282,5074,Official,message-queues,112476958
phpmyadmin:5.2.1-apache,893,132,668,54,3,8,28,64507723,991,Official,databases-and-storage,193914360
zookeeper:3.9.2-jre-17,80,17,6,0,0,57,0,300045094,1430,Official,databases-and-storage,115269622
matomo:5.0.3,903,134,669,61,3,8,28,122921979,333,Official,monitoring-and-observability,202439101
mariadb:11.5-ubi9-rc,153,41,47,35,5,13,12,2772489085,5770,Official,databases-and-storage,145862869
emqx:5.7,63,39,0,1,1,0,22,1879708,81,Official,message-queues,125874711
liquibase:4.28.0,40,22,8,3,0,1,6,4250,0,Official,developer-tools,205056107
flink:1.18.1-scala_2.12-java17,108,19,6,0,0,83,0,88612802,422,Official,data-science,577317712
friendica:fpm,931,224,497,109,12,14,75,4852186,86,Official,,251597693
satosa:8.4.0-bookworm,67,38,0,2,1,2,24,298348,12,Official,api-management,90200554
spark:r,448,98,153,49,3,131,14,265294,54,Official,data-science,673411071
openjdk:23-ea-jdk-oraclelinux8,142,0,19,9,0,114,0,2479898199,3919,Official,,277896406
eggdrop:1.9.4,21,1,8,2,0,10,0,2809332,79,Official,,11707730
hylang:python3.10-alpine3.20,10,1,5,2,0,1,1,25370750,60,Official,languages-and-frameworks,23558010
gradle:jdk-21-and-22-jammy,107,34,29,35,5,1,3,239587983,575,Official,developer-tools,552808221
elixir:1.12.3-alpine,5,0,1,0,0,4,0,56724865,563,Official,languages-and-frameworks,56870862
cirros:0,2,0,0,2,0,0,0,6674391,78,Official,operating-systems,7415369
backdrop:1.26.1-fpm,871,122,662,50,1,9,27,6975022,114,Official,content-management-system,187710662
php-zendserver:2021.0,257,67,171,13,0,6,0,4268448,212,Official,languages-and-frameworks,396786552
haskell:slim,1094,242,688,90,2,29,43,7949778,478,Official,languages-and-frameworks,447815467
gazebo:gzserver11,323,91,232,0,0,0,0,4441653,140,Official,languages-and-frameworks,313399073
tomee:9.1.3-jre17-Semeru-webprofile,34,21,12,0,0,0,1,23838103,115,Official,web-servers,161548831
rust:alpine,3,0,2,0,0,0,1,84541863,982,Official,languages-and-frameworks,276828594
