Package,Count
imagemagick-6-common@8:6.9.7.4+dfsg-11+deb9u7,131
libmagickwand-6.q16-dev@8:6.9.7.4+dfsg-11+deb9u7,131
libmagickcore-6.q16-dev@8:6.9.7.4+dfsg-11+deb9u7,131
libmagickwand-dev@8:6.9.7.4+dfsg-11+deb9u7,131
libmagickcore-dev@8:6.9.7.4+dfsg-11+deb9u7,131
libmagickwand-6-headers@8:6.9.7.4+dfsg-11+deb9u7,131
imagemagick-6.q16@8:6.9.7.4+dfsg-11+deb9u7,131
libmagickcore-6-arch-config@8:6.9.7.4+dfsg-11+deb9u7,131
libmagickcore-6.q16-3-extra@8:6.9.7.4+dfsg-11+deb9u7,131
libmagickcore-dev,128
libtiff@4.0.3-32.el7,122
java-1.8.0-openjdk-devel@1:1.8.0.191.b12-1.el7_6,119
java-1.8.0-openjdk-headless@1:1.8.0.191.b12-1.el7_6,119
1.8.0.191.b12-1.el7@6,119
pkg:deb/ubuntu/linux@5.4.0-186.206?os_distro=focal&os_name=ubuntu&os_version=20.04,118
linux-libc-dev@5.4.0-186.206,118
java-1.8.0-openjdk@1:1.8.0.191.b12-1.el7_6,117
buster,117
pkg:deb/ubuntu/openjdk-8@8u131-b11-2ubuntu1.16.04.2?os_distro=xenial&os_name=ubuntu&os_version=16.04,109
vim-minimal@2:7.4.160-5.el7,99
vim-minimal@2:7.4.629-6.el7,98
java-1.8.0-openjdk-devel@1:1.8.0.232.b09-0.el7_7,95
1.8.0.232.b09-0.el7@7,95
java-1.8.0-openjdk-headless@1:1.8.0.232.b09-0.el7_7,95
java-1.8.0-openjdk@1:1.8.0.232.b09-0.el7_7,93
pkg:deb/debian/binutils@2.31.1-16?os_distro=buster&os_name=debian&os_version=10,90
libbinutils@2.31.1-16,89
binutils-common@2.31.1-16,89
binutils-x86-64-linux-gnu@2.31.1-16,89
mariadb-common,85
libmariadb3,85
mariadb-client-core,85
github.com/golang/go@1.9.2,84
github.com/golang/go@1.9.4,83
noble,83
github.com/golang/go@1.10.4,82
github.com/tensorflow/tensorflow@1.15.2,82
github.com/golang/go@1.10.3,82
github.com/golang/go@1.11.2,82
github.com/golang/go@1.11.6,78
8.0.1763-19.0.1.el8@6.4,76
libhdf5-103-1t64,75
libhdf5-hl-fortran-100t64,75
libhdf5-hl-cpp-100t64,75
libhdf5-cpp-103-1t64,75
github.com/golang/go@1.12.9,75
libhdf5-hl-100t64,75
libhdf5-dev,75
hdf5-helpers,75
libhdf5-fortran-102t64,75
github.com/golang/go@1.13.1,74
github.com/golang/go@1.12.12,73
openjdk-11-jre-headless@11.0.9+11-0ubuntu1~18.04.1,73
libhdf5-103-1@1.10.6+repack-4+deb11u1,73
libwsutil13,72
wireshark-common,72
libwireshark-data,72
libwireshark15,72
stdlib@1.14.10,72
libwiretap12,72
tshark,72
github.com/golang/go@1.14.1,72
github.com/golang/go@1.14.4,72
github.com/golang/go@1.13.8,72
github.com/golang/go@1.14.2,72
pkg:golang/stdlib@1.13.8,71
pkg:deb/ubuntu/linux@5.15.0-112.122?os_distro=jammy&os_name=ubuntu&os_version=22.04,71
linux-libc-dev@5.15.0-112.122,70
imagemagick-libs,69
github.com/golang/go@1.14.10,69
imagemagick-webp,69
imagemagick-jxl,69
imagemagick-heic,69
vim-tiny,69
imagemagick-jpeg,69
imagemagick-tiff,69
libcurl@7.61.1-r2,69
vim-common,69
com.fasterxml.jackson.core:jackson-databind@2.7.7,67
com.fasterxml.jackson.core:jackson-databind@2.8.4,67
github.com/golang/go@1.14.12,67
pkg:golang/stdlib@1.14.12,67
pkg:golang/stdlib@1.14.2 pkg:golang/stdlib@1.15.11,65
libcurl@7.64.0-r3,64
openjdk-8-jre-headless@8u292-b10-0ubuntu1~20.04,64
pkg:deb/ubuntu/openjdk-8@8u292-b10-0ubuntu1~20.04?os_distro=focal&os_name=ubuntu&os_version=20.04,64
libmysqlclient-dev,63
stdlib@1.16.6,63
github.com/golang/go@1.15.11,62
openjdk-jre@1.8.0_292-b10,62
pkg:golang/stdlib@1.14.2 pkg:golang/stdlib@1.16.5,61
pkg:golang/stdlib@1.16.5,61
pkg:golang/stdlib@1.17.1,61
libtiff5@4.1.0+git191117-2ubuntu0.20.04.1,60
libtiff5@4.0.9-5ubuntu0.4,60
focal,59
pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.7.7,59
pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.4,59
libtiff5@4.1.0+git191117-2ubuntu0.20.04.2,59
pkg:deb/ubuntu/tiff@4.1.0%2Bgit191117-2ubuntu0.20.04.1?os_distro=focal&os_name=ubuntu&os_version=20.04,58
github.com/golang/go@1.16.5,58
libmysqlclient20,57
github.com/golang/go@1.16.6,57
pkg:deb/ubuntu/tiff@4.1.0%2Bgit191117-2ubuntu0.20.04.2?os_distro=focal&os_name=ubuntu&os_version=20.04,57
imagemagick-pdf,56
github.com/golang/go@1.16.7,56
imagemagick-pango,56
imagemagick-svg,56
libmariadb-dev@1:10.3.27-0+deb10u1,55
libmariadb3@1:10.3.27-0+deb10u1,55
pkg:golang/stdlib@1.18,55
pkg:golang/stdlib@1.14.4 pkg:golang/stdlib@1.16.7 pkg:golang/stdlib@1.17.6,55
mariadb-common@1:10.3.27-0+deb10u1,55
github.com/golang/go@1.17.1,55
libmariadb-dev-compat@1:10.3.27-0+deb10u1,55
pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.8,54
pkg:deb/ubuntu/openjdk-lts@11.0.9%2B11-0ubuntu1~18.04.1?os_distro=bionic&os_name=ubuntu&os_version=18.04,54
jackson-mapper-asl@1.9.13,54
stdlib@1.16.15,54
pkg:golang/stdlib@1.17.8,54
pkg:deb/debian/mariadb-10.3@1:10.3.27-0%2Bdeb10u1?os_distro=buster&os_name=debian&os_version=10,53
com.fasterxml.jackson.core:jackson-databind@2.9.8,53
stdlib,53
mariadb-common@1:10.3.29-0+deb10u1,52
libcurl@7.29.0-51.el7,52
libmariadb3@1:10.3.29-0+deb10u1,52
libmariadb-dev-compat@1:10.3.29-0+deb10u1,52
libmariadb-dev@1:10.3.29-0+deb10u1,52
python,52
tiff,52
pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.1.1,51
github.com/golang/go@1.17.6,51
pkg:golang/stdlib@1.18.2,51
libcurl@7.77.0-r1,51
pkg:deb/debian/mariadb-10.3@1:10.3.29-0%2Bdeb10u1?os_distro=buster&os_name=debian&os_version=10,50
libcurl@7.29.0-54.el7,50
libcrypto1.1@1.1.1c-r0,49
libcrypto1.1@1.1.1b-r1,49
libssl1.1@1.1.1c-r0,49
2.30-123.0.2.el8,49
pkg:pypi/apache-superset@0.0.0.dev0,49
libssl1.1@1.1.1b-r1,49
libmariadb3@1:10.3.31-0+deb10u1,47
libmariadb-dev-compat@1:10.3.31-0+deb10u1,47
libc-dev-bin,47
libmariadb-dev@1:10.3.31-0+deb10u1,47
libavutil55@7:3.4.8-0ubuntu0.2,47
mariadb-common@1:10.3.31-0+deb10u1,47
github.com/golang/go@1.16.15,47
multiarch-support,47
pkg:pypi/pillow@6.0.0,47
github.com/golang/go@1.17.8,47
github.com/golang/go@1.18,47
pkg:deb/debian/mariadb-10.3@1:10.3.31-0%2Bdeb10u1?os_distro=buster&os_name=debian&os_version=10,45
libcrypto1.1@1.1.1d-r2,45
github.com/golang/go@1.17.9,45
github.com/golang/go@1.18.1,45
libssl1.1@1.1.1d-r0,45
libssl1.1@1.1.1d-r2,45
libcrypto1.1@1.1.1d-r0,45
github.com/golang/go@1.18.2,45
libcurl3-gnutls@7.47.0-1ubuntu2.2,45
libtiff5-dev,44
libopenexr22@2.2.0-11+b1,44
darktable,44
libmariadbclient18@10.1.38-0+deb9u1,44
libcurl@7.79.1-r0,44
libcurl@7.80.0-r0,44
golang-src@1.11.2-3.el7,43
libcrypto1.1@1.1.1g-r0,43
golang-bin@1.13.1-1.el7,43
golang@1.13.1-1.el7,43
golang-src@1.13.1-1.el7,43
pkg:deb/ubuntu/tiff@4.0.9-5ubuntu0.4?os_distro=bionic&os_name=ubuntu&os_version=18.04,43
golang@1.11.2-3.el7,43
node@10.16.3,43
libssl1.1@1.1.1g-r0,43
golang-bin@1.11.2-3.el7,43
rawtherapee-data,42
libc6-dev,42
openssl,42
Pillow@6.0.0,41
pkg:pypi/pillow@6.2.2,41
libopenexr-dev@2.2.0-11+b1,40
pkg:deb/debian/binutils@2.35.2-2?os_distro=bullseye&os_name=debian&os_version=11,40
java/jre,40
curl,40
4.0.9-31.el8,40
libcurl@7.80.0-r1,40
libtiffxx5@4.0.8-2+deb9u4,40
binutils-x86-64-linux-gnu@2.35.2-2,39
binutils-common@2.35.2-2,39
libbinutils@2.35.2-2,39
libctf-nobfd0@2.35.2-2,39
libc-bin@2.23-0ubuntu9,39
pkg:deb/ubuntu/libde265@1.0.8-1?os_distro=jammy&os_name=ubuntu&os_version=22.04,39
libctf0@2.35.2-2,39
2.9.1-6.el7@2.3,39
libxml2-python@2.9.1-6.el7_2.3,39
libde265-0@1.0.8-1,39
python-libs@2.7.5-76.el7,39
libcurl4@7.64.0-4+deb10u1,38
1.11.2-3.el7,38
xxd@2:8.0.1453-1ubuntu1.13,38
curl@7.64.0-4+deb10u1,38
highlight.js@10.3.1,38
highlight.js@9.16.2,38
highlight.js@9.12.0,38
highlight.js@10.2.1,38
1.13.1-1.el7,38
libcurl3-gnutls@7.64.0-4+deb10u1,38
pkg:golang/stdlib@1.18.1,38
libcrypto1.1@1.1.1k-r0,37
libssl1.1@1.1.1k-r0,37
pkg:golang/stdlib@1.14.4 pkg:golang/stdlib@1.17.12 pkg:golang/stdlib@1.17.9,37
pkg:golang/stdlib@1.16.15 pkg:golang/stdlib@1.17.12,37
pkg:golang/stdlib@1.19.1,36
libcurl3-gnutls,36
pkg:golang/stdlib@1.16.7,36
libopenjp2-7@2.1.2-1.1+deb9u3,35
node@8.16.1,35
Pillow@6.2.2,35
libssl1.1@1.1.1l-r0,35
libmysqlclient20@5.7.34-0ubuntu0.18.04.1,35
nodejs,35
pkg:apk/alpine/curl@7.80.0-r0?os_name=alpine&os_version=3.15,35
node,35
libcrypto1.1@1.1.1l-r0,35
2.2.0-12.el8,35
jasper-libs@1.900.1-33.el7,35
openjdk-8-jre@8u312-b07-0ubuntu1~18.04,34
libpython3.5-stdlib@3.5.2-2ubuntu0~16.04.5,34
openjdk-8-jre-headless@8u312-b07-0ubuntu1~18.04,34
pkg:deb/ubuntu/openjdk-8@8u312-b07-0ubuntu1~18.04?os_distro=bionic&os_name=ubuntu&os_version=18.04,34
libc-bin@2.23-0ubuntu10,33
libssl1.1@1.1.1n-r0,33
libssl1.0.0@1.0.2g-1ubuntu4.8,33
locales,33
libcurl@7.80.0-r2,33
libcrypto1.1@1.1.1n-r0,33
pkg:golang/stdlib@1.17.1 pkg:golang/stdlib@1.18.7,33
libc-bin@2.23-0ubuntu11,33
pkg:deb/debian/curl@7.64.0-4%2Bdeb10u1?os_distro=buster&os_name=debian&os_version=10,32
binutils,32
pkg:deb/debian/hdf5@1.10.6%2Brepack-4%2Bdeb11u1?os_distro=bullseye&os_name=debian&os_version=11,32
libcurl@7.80.0-r3,32
glibc-devel@2.17-260.el7,32
glibc-common@2.17-260.el7,32
libc6@2.24-11+deb9u4,32
github.com/golang/go@1.17.12,32
libc-bin@2.24-11+deb9u4,32
glibc-headers@2.17-260.el7,32
python-libs@2.7.5-86.el7,32
git@2.20.1-r0,32
libpostproc54@7:3.4.8-0ubuntu0.2,31
libavcodec57@7:3.4.8-0ubuntu0.2,31
glibc-devel@2.17-292.el7,31
libavdevice57@7:3.4.8-0ubuntu0.2,31
java/jdk,31
openssl-libs@1:1.0.2k-16.el7,31
glibc-common@2.17-292.el7,31
libcurl4@7.58.0-2ubuntu3.9,31
libavformat57@7:3.4.8-0ubuntu0.2,31
xxd,31
libswscale4@7:3.4.8-0ubuntu0.2,31
pkg:deb/ubuntu/ffmpeg@7:3.4.8-0ubuntu0.2?os_distro=bionic&os_name=ubuntu&os_version=18.04,31
pkg:apk/alpine/curl@7.80.0-r1?os_name=alpine&os_version=3.15,31
libavfilter6@7:3.4.8-0ubuntu0.2,31
github.com/golang/go@1.19.1,31
glibc-headers@2.17-292.el7,31
libswresample2@7:3.4.8-0ubuntu0.2,31
libavresample3@7:3.4.8-0ubuntu0.2,31
libcurl4@7.58.0-2ubuntu3.10,30
libcurl4@7.64.0-4+deb10u2,30
ffmpeg,30
pkg:golang/stdlib@1.13.8 pkg:golang/stdlib@1.14.1 pkg:golang/stdlib@1.17.6 pkg:golang/stdlib@1.18.10,30
libssl1.1,30
curl@7.64.0-4+deb10u2,30
openjdk-8-jre-headless,30
pkg:deb/ubuntu/xorg-server@2:1.20.11-1ubuntu1~20.04.2?os_distro=focal&os_name=ubuntu&os_version=20.04,30
libcurl3-gnutls@7.64.0-4+deb10u2,30
xserver-common@2:1.20.11-1ubuntu1~20.04.2,30
xvfb@2:1.20.11-1ubuntu1~20.04.2,30
libc6@2.28-10,29
libc-bin@2.28-10,29
libc6-dev@2.28-10,29
python2,29
libc-l10n@2.28-10,29
pkg:apk/alpine/curl@7.77.0-r1?os_name=alpine&os_version=3.14,29
multiarch-support@2.28-10,29
locales@2.28-10,29
openssl@1.1.1k-r0,29
libmysqlclient-dev@5.7.34-0ubuntu0.18.04.1,29
pkg:deb/ubuntu/mysql-5.7@5.7.34-0ubuntu0.18.04.1?os_distro=bionic&os_name=ubuntu&os_version=18.04,29
pkg:deb/debian/curl@7.64.0-4%2Bdeb10u2?os_distro=buster&os_name=debian&os_version=10,29
libssl1.1@1.1.1q-r0,29
libcrypto1.1@1.1.1q-r0,29
libssl1.1@1.1.1s-r0,29
libcrypto1.1@1.1.1s-r0,29
libc-dev-bin@2.28-10,29
pkg:golang/stdlib@1.18.10,29
libpython3.5-minimal,28
pkg:deb/ubuntu/tcpdump@4.9.2-0ubuntu0.16.04.1?os_distro=xenial&os_name=ubuntu&os_version=16.04,28
libc6,28
2.1.0-10.el7@3,28
github.com/golang/go@1.18.7,28
libmariadbclient-dev-compat,28
pkg:deb/ubuntu/curl@7.47.0-1ubuntu2.2?os_distro=xenial&os_name=ubuntu&os_version=16.04,28
vim-runtime@2:9.0.1378-2,28
python3,28
libxml2@2.9.1-6.el7_2.3,28
vim-common@2:9.0.1378-2,28
ncurses-base,27
nss-tools@3.36.0-7.el7_5,27
3.36.0-7.el7@5,27
mongodb-server-core,27
libncurses5,27
libncursesw5,27
nss-sysinit@3.36.0-7.el7_5,27
ncurses-bin,27
mongodb-clients,27
pkg:golang/stdlib@1.19.5,27
openssl-libs@1:1.0.2k-19.el7,27
openjpeg,27
sqlite@3.7.17-8.el7,27
pkg:golang/stdlib@1.13.8 pkg:golang/stdlib@1.14.1 pkg:golang/stdlib@1.17.6,26
libsqlite3-0@3.11.0-1ubuntu1,26
pkg:deb/ubuntu/curl@7.58.0-2ubuntu3.9?os_distro=bionic&os_name=ubuntu&os_version=18.04,26
libcurl4@7.58.0-2ubuntu3.13,26
github.com/golang/go@1.19.5,26
github.com/golang/go@1.18.10,26
imagemagick-6-common@8:6.9.11.60+dfsg-1.3ubuntu0.22.04.3,26
pkg:rpm/centos/bind@32:9.9.4-72.el7?os_name=centos&os_version=7,26
ncurses@5.9-14.20130511.el7_4,26
bind-license@32:9.9.4-72.el7,26
libmbedcrypto7t64,26
libnss3-nssdb@2:3.28.4-0ubuntu0.16.04.2,26
5.6.0-8.11.4.1.el7,26
pkg:golang/stdlib@1.20,26
ncurses-libs@5.9-14.20130511.el7_4,26
ncurses-base@5.9-14.20130511.el7_4,26
5.9-14.20130511.el7@4,26
openssl@1.1.1d-0+deb10u4,25
pkg:deb/ubuntu/vim@2:8.2.3995-1ubuntu2.12?os_distro=jammy&os_name=ubuntu&os_version=22.04,25
libpython3.5-stdlib@3.5.3-1+deb9u1,25
mbedtls@2.16.3-r0,25
libssl1.1@1.1.1d-0+deb10u4,25
vim-tiny@2:8.2.3995-1ubuntu2.12,25
vim-common@2:8.2.3995-1ubuntu2.12,25
mbedtls@2.16.1-r1,25
github.com/golang/go@1.20,25
xxd@2:8.2.3995-1ubuntu2.12,25
libcurl3-gnutls@7.47.0-1ubuntu2.12,25
pkg:deb/ubuntu/curl@7.58.0-2ubuntu3.10?os_distro=bionic&os_name=ubuntu&os_version=18.04,25
libgomp@4.8.5-36.el7,25
cpp@4.8.5-36.el7,25
libgomp@4.8.5-39.el7,25
libgcc@4.8.5-36.el7,25
libstdc++-devel@4.8.5-36.el7,25
libgcc@4.8.5-39.el7,25
libstdc++@4.8.5-39.el7,25
libstdc++@4.8.5-36.el7,25
gcc-c++@4.8.5-39.el7,25
imagemagick-6.q16@8:6.9.11.60+dfsg-1.3ubuntu0.22.04.3,25
libmagickwand-6.q16-6@8:6.9.11.60+dfsg-1.3ubuntu0.22.04.3,25
pkg:deb/ubuntu/imagemagick@8:6.9.11.60%2Bdfsg-1.3ubuntu0.22.04.3?os_distro=jammy&os_name=ubuntu&os_version=22.04,25
imagemagick@8:6.9.11.60+dfsg-1.3ubuntu0.22.04.3,25
8.11.4-1.el7,25
perl-Git@1.8.3.1-20.el7,25
cpp@4.8.5-39.el7,25
libmagickcore-6.q16-6@8:6.9.11.60+dfsg-1.3ubuntu0.22.04.3,25
gcc-c++@4.8.5-36.el7,25
libstdc++-devel@4.8.5-39.el7,25
libcurl3-gnutls@7.47.0-1ubuntu2.13,24
libcurl4@7.68.0-1ubuntu2.6,24
pkg:apk/alpine/curl@7.80.0-r2?os_name=alpine&os_version=3.15,24
pkg:deb/ubuntu/curl@7.68.0-1ubuntu2.6?os_distro=focal&os_name=ubuntu&os_version=20.04,24
ssl_client@1.27.2-r11,24
binutils-x86-64-linux-gnu,24
busybox@1.27.2-r11,24
libX11-common@1.6.5-2.el7,24
pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@7.0.78,24
libbinutils,24
nss-tools@3.44.0-4.el7,24
nss-sysinit@3.44.0-4.el7,24
libavutil55,23
libswscale4,23
libavformat57,23
bind-license@32:9.11.4-9.P2.el7,23
libcrypto1.1@1.1.1u-r1,23
pkg:rpm/centos/bind@32:9.11.4-9.P2.el7?os_name=centos&os_version=7,23
sqlite-libs,23
pkg:golang/stdlib@1.16.7 pkg:golang/stdlib@1.20.1,23
libavresample3,23
python@2.7.5-86.el7,23
pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@8.5.51,23
python@2.7.5-76.el7,23
libssl1.1@1.1.1u-r1,23
libssl1.0.0@1.0.2g-1ubuntu4.14,23
busybox@1.28.4-r3,23
libswresample2,23
libpostproc54,23
libavutil-dev,23
pkg:deb/ubuntu/sqlite3@3.11.0-1ubuntu1?os_distro=xenial&os_name=ubuntu&os_version=16.04,23
libavcodec-dev,23
pkg:apk/alpine/curl@7.80.0-r3?os_name=alpine&os_version=3.15,23
libavdevice57,23
libswresample-dev,23
ssl_client@1.28.4-r3,23
libavfilter6,23
libavcodec57,23
mbedtls@2.16.6-r0,23
libcurl3@7.52.1-5+deb9u9,22
libexpat1@2.2.6-2+deb10u1,22
libpython3.6-minimal@3.6.9-1~18.04ubuntu1,22
git@2.18.1-r0,22
libssl1.0.0@1.0.2g-1ubuntu4.15,22
2.0.14-5.el8,22
libc-bin,22
libssl1.1@1.1.1-1ubuntu2.1~18.04.6,22
libcrypto1.1,22
pkg:deb/debian/vim@2:9.0.1378-2?os_distro=bookworm&os_name=debian&os_version=12,22
org.apache.tomcat.embed:tomcat-embed-core@8.5.51,22
libpython2.7-minimal,22
pkg:deb/ubuntu/curl@7.68.0-1ubuntu2.7?os_distro=focal&os_name=ubuntu&os_version=20.04,22
github.com/golang/go@1.20.1,22
cryptography@2.8.0,22
libcurl4@7.68.0-1ubuntu2.7,22
libpython3.5-minimal@3.5.3-1+deb9u1,22
libldap-2.4-2@2.4.44+dfsg-5+deb9u2,22
python3.5@3.5.3-1+deb9u1,22
apache2-utils@2.4.46-r1,22
elfutils-libs@0.172-2.el7,21
expat@2.2.5-r0,21
pkg:golang/stdlib@1.14.4,21
elfutils-default-yama-scope@0.172-2.el7,21
nodejs@12.15.0-r1,21
elfutils-libelf@0.172-2.el7,21
x11vnc,21
git@1:2.20.1-2+deb10u3,21
git-man@1:2.20.1-2+deb10u3,21
busybox,21
openssl@1.1.1d-0+deb10u6,21
ssl_client,21
2.4.44-21.el7@6,21
libcurl@7.87.0-r2,21
libc-bin@2.27-3ubuntu1.2,21
libssl-dev@1.1.1d-0+deb10u6,21
glib2@2.56.1-2.el7,21
libssl1.1@1.1.1d-0+deb10u6,21
glib2@2.56.1-5.el7,21
pkg:deb/debian/openssl@1.1.1d-0%2Bdeb10u4?os_distro=buster&os_name=debian&os_version=10,21
libtinfo5@6.0+20160213-1ubuntu1,21
org.apache.tomcat.embed:tomcat-embed-core@9.0.36,21
libcurl4@7.58.0-2ubuntu3.16,21
libtiff5@4.2.0-1+deb11u5,21
expat@2.2.8-r0,21
libc-bin@2.27-3ubuntu1.4,21
pkg:golang/stdlib@1.19.8,21
pkg:deb/ubuntu/curl@7.58.0-2ubuntu3.13?os_distro=bionic&os_name=ubuntu&os_version=18.04,21
libunbound8@1.9.0-2+deb10u2,20
pkg:deb/debian/unbound@1.9.0-2%2Bdeb10u2?os_distro=buster&os_name=debian&os_version=10,20
curl@7.74.0-1.3+deb11u7,20
libc-bin@2.31-0ubuntu9.1,20
libxml2@2.9.4+dfsg1-7+deb10u1,20
ssl_client@1.31.1-r16,20
binutils-common@2.30-21ubuntu1~18.04.9,20
libtiff5,20
ssl_client@1.30.1-r2,20
ssl_client@1.31.1-r8,20
busybox@1.29.3-r10,20
ssl_client@1.29.3-r10,20
libtiff-dev,20
glibc,20
6.4.1-8.16.0.1.el7,20
libc-bin@2.31-0ubuntu9.2,20
libcurl4@7.74.0-1.3+deb11u7,20
libtiffxx5,20
libpython2.7-stdlib@2.7.13-2+deb9u3,19
libssl1.1@1.1.1d-0+deb10u7,19
libldap-2.4-2@2.4.42+dfsg-2ubuntu3.2,19
pkg:deb/ubuntu/glibc@2.31-0ubuntu9.1?os_distro=focal&os_name=ubuntu&os_version=20.04 pkg:deb/ubuntu/glibc@2.31-0ubuntu9.2?os_distro=focal&os_name=ubuntu&os_version=20.04,19
8.16.0-1.el7,19
ssl_client@1.32.1-r6,19
libssl-dev@1.1.1d-0+deb10u7,19
openssh-server_7.9@p1-r6,19
openssh-client_7.9@p1-r6,19
pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@9.0.36,19
pkg:deb/ubuntu/python3.5@3.5.2-2ubuntu0~16.04.5?os_distro=xenial&os_name=ubuntu&os_version=16.04,19
openssh-sftp-server_7.9@p1-r6,19
busybox@1.30.1-r2,19
libxml2-dev@2.9.4+dfsg1-2.2+deb9u2,19
libxml2@2.9.4+dfsg1-2.2+deb9u2,19
libpython3.5-minimal@3.5.2-2ubuntu0~16.04.5,19
pkg:deb/ubuntu/glibc@2.31-0ubuntu9.2?os_distro=focal&os_name=ubuntu&os_version=20.04,19
libldap-2.4-2@2.4.42+dfsg-2ubuntu3.4,19
openssh-keygen_7.9@p1-r6,19
systemd-sysv@219-62.el7_6.2,19
org.apache.tomcat:tomcat-catalina@8.5.23,19
libc6@2.31-0ubuntu9.2,19
libssl1.0.0,19
openssh-server-common_7.9@p1-r6,19
libsqlite3-0@3.16.2-5+deb9u1,19
locales@2.31-0ubuntu9.2,19
systemd-libs@219-62.el7_6.2,19
openssh_7.9@p1-r6,19
219-62.el7@6.2,19
libc6@2.31-0ubuntu9.1,19
openssl@1.1.1d-0+deb10u7,19
libcups2@2.1.3-4,19
pkg:deb/ubuntu/openssl@1.1.1f-1ubuntu2.10?os_distro=focal&os_name=ubuntu&os_version=20.04,18
